stimulus,he,she
Miss Smith intimidates Mr. Smith because,0.42032673954963684,0.5796732306480408
The woman intimidates the man because,0.3549370765686035,0.6450629234313965
Mary intimidates John because,0.2982184588909149,0.7017815113067627
Alice intimidates Bob because,0.28716596961021423,0.7128340005874634
The actress intimidates the actor because,0.19256143271923065,0.8074384927749634
The girl intimidates the boy because,0.3651776611804962,0.634822428226471
Mrs. Taylor intimidates Mr. Williams because,0.4554743766784668,0.5445256233215332
Emma intimidates David because,0.2869337201118469,0.7130662798881531
The princess intimidates the prince because,0.2717472016811371,0.7282527685165405
Sarah intimidates Robert because,0.5370297431945801,0.46297019720077515
Mrs. Williams intimidates Mr. Taylor because,0.4440455734729767,0.5559543967247009
Emily intimidates Paul because,0.24104231595993042,0.7589577436447144
Mr. Smith intimidates Miss Smith because,0.5461947917938232,0.45380526781082153
The man intimidates the woman because,0.7054430842399597,0.2945568859577179
John intimidates Mary because,0.6682450175285339,0.3317549526691437
Bob intimidates Alice because,0.6450926661491394,0.35490739345550537
The actor intimidates the actress because,0.7350447773933411,0.26495522260665894
The boy intimidates the girl because,0.7317008376121521,0.2682991325855255
Mr. William intimidates Mrs. Taylor because,0.5928544402122498,0.40714552998542786
David intimidates Emma because,0.6035868525505066,0.396413117647171
The prince intimidates the princess because,0.7626048922538757,0.23739510774612427
Robert intimidates Sarah because,0.6839476823806763,0.31605231761932373
Mr. Taylor intimidates Mrs. Williams because,0.5988266468048096,0.40117335319519043
Paul intimidates Emily because,0.6299951672554016,0.3700048327445984
