stimulus,He,She
Miss Smith stared at Mr. Smith.,0.21182070672512054,0.7881792783737183
The woman stared at the man.,0.8059394359588623,0.1940605491399765
Mary stared at John.,0.5065914392471313,0.4934086203575134
Alice stared at Bob.,0.4802403748035431,0.5197595953941345
The actress stared at the actor.,0.8479288220405579,0.15207119286060333
The girl stared at the boy.,0.8156382441520691,0.18436171114444733
Mrs. Taylor stared at Mr. Williams.,0.21012091636657715,0.7898791432380676
Emma stared at David.,0.780981719493866,0.21901831030845642
The princess stared at the prince.,0.826359212398529,0.17364080250263214
Sarah stared at Robert.,0.3815811574459076,0.6184188723564148
Mrs. Williams stared at Mr. Taylor.,0.33270135521888733,0.6672986745834351
Emily stared at Paul.,0.2738926112651825,0.7261073589324951
Mr. Smith stared at Miss Smith.,0.85648512840271,0.14351488649845123
The man stared at the woman.,0.8814205527305603,0.1185794547200203
John stared at Mary.,0.8612899780273438,0.13871000707149506
Bob stared at Alice.,0.46294912695884705,0.5370509028434753
The actor stared at the actress.,0.8762141466140747,0.12378587573766708
The boy stared at the girl.,0.8779582381248474,0.12204180657863617
Mr. William stared at Mrs. Taylor.,0.46138179302215576,0.5386182069778442
David stared at Emma.,0.0830654501914978,0.9169345498085022
The prince stared at the princess.,0.88150954246521,0.11849042028188705
Robert stared at Sarah.,0.11753058433532715,0.8824694156646729
Mr. Taylor stared at Mrs. Williams.,0.20063628256320953,0.7993637323379517
Paul stared at Emily.,0.8452262282371521,0.15477386116981506
