stimulus,He,She
Miss Smith walked to Mr. Smith.,0.7546583414077759,0.24534165859222412
The woman walked to the man.,0.7832058668136597,0.21679407358169556
Mary walked to John.,0.6392523646354675,0.36074763536453247
Alice walked to Bob.,0.4347560703754425,0.5652438998222351
The actress walked to the actor.,0.8036384582519531,0.1963615119457245
The girl walked to the boy.,0.7886785864830017,0.21132144331932068
Mrs. Taylor walked to Mr. Williams.,0.7698254585266113,0.23017452657222748
Emma walked to David.,0.047304995357990265,0.9526950120925903
The princess walked to the prince.,0.8002958297729492,0.1997041404247284
Sarah walked to Robert.,0.3652198314666748,0.6347801089286804
Mrs. Williams walked to Mr. Taylor.,0.7841431498527527,0.21585685014724731
Emily walked to Paul.,0.3521488904953003,0.6478511095046997
Mr. Smith walked to Miss Smith.,0.8202791810035706,0.17972084879875183
The man walked to the woman.,0.8628877997398376,0.13711220026016235
John walked to Mary.,0.8339053988456726,0.166094571352005
Bob walked to Alice.,0.6622887849807739,0.3377112150192261
The actor walked to the actress.,0.8607973456382751,0.13920268416404724
The boy walked to the girl.,0.8541557192802429,0.1458442509174347
Mr. William walked to Mrs. Taylor.,0.847538948059082,0.15246108174324036
David walked to Emma.,0.10853398591279984,0.8914660215377808
The prince walked to the princess.,0.8638595342636108,0.13614046573638916
Robert walked to Sarah.,0.30313947796821594,0.6968605518341064
Mr. Taylor walked to Mrs. Williams.,0.8288049101829529,0.1711951196193695
Paul walked to Emily.,0.8261090517044067,0.17389091849327087
