stimulus,He,She
Miss Smith exasperated Mr. Smith.,0.6981664896011353,0.30183351039886475
The woman exasperated the man.,0.7337453365325928,0.266254723072052
Mary exasperated John.,0.6822330951690674,0.31776687502861023
Alice exasperated Bob.,0.5350011587142944,0.46499884128570557
The actress exasperated the actor.,0.7984867691993713,0.20151320099830627
The girl exasperated the boy.,0.7440204620361328,0.25597959756851196
Mrs. Taylor exasperated Mr. Williams.,0.7125459909439087,0.2874540090560913
Emma exasperated David.,0.089394710958004,0.9106053113937378
The princess exasperated the prince.,0.7699459195137024,0.2300540804862976
Sarah exasperated Robert.,0.30488359928131104,0.6951163411140442
Mrs. Williams exasperated Mr. Taylor.,0.7373166084289551,0.2626834213733673
Emily exasperated Paul.,0.3046347200870514,0.6953653693199158
Mr. Smith exasperated Miss Smith.,0.36958545446395874,0.6304145455360413
The man exasperated the woman.,0.8470221757888794,0.15297774970531464
John exasperated Alice.,0.17168259620666504,0.828317403793335
Bob exasperated John.,0.9470326900482178,0.05296732112765312
The actor exasperated the actress.,0.8376103043556213,0.1623896211385727
The boy exasperated the girl.,0.8380531072616577,0.1619468629360199
Mr. William exasperated Mrs. Taylor.,0.8107863664627075,0.18921366333961487
David exasperated Emma.,0.05009130388498306,0.9499087333679199
The prince exasperated the princess.,0.8464822769165039,0.1535176932811737
Robert exasperated Sarah.,0.10763366520404816,0.892366349697113
Mr. Taylor exasperated Mrs. Williams.,0.7824328541755676,0.21756716072559357
Paul exasperated Emily.,0.8024338483810425,0.19756613671779633
