stimulus,he,she
"Miss Smith brought a glass of water to Mr. Smith and, as a result,",0.30963271856307983,0.6903672814369202
"The woman brought a glass of water to the man and, as a result,",0.6090392470359802,0.39096078276634216
"Mary brought a glass of water to John and, as a result,",0.3726169168949127,0.6273831129074097
"Alice brought a glass of water to Bob and, as a result,",0.44642847776412964,0.5535715222358704
"The actress brought a glass of water to the actor and, as a result,",0.3981066048145294,0.601893424987793
"The girl brought a glass of water to the boy and, as a result,",0.7349475622177124,0.26505234837532043
"Mrs. Taylor brought a glass of water to Mr. Williams and, as a result,",0.5463682413101196,0.453631728887558
"Emma brought a glass of water to David and, as a result,",0.41805848479270935,0.581941545009613
"The princess brought a glass of water to the prince and, as a result,",0.5101988315582275,0.4898011386394501
"Sarah brought a glass of water to Robert and, as a result,",0.5727577805519104,0.427242249250412
"Mrs. Williams brought a glass of water to  Mr. Taylor and, as a result,",0.5441319942474365,0.4558679461479187
"Emily brought a glass of water to Paul and, as a result,",0.4013000726699829,0.5986999273300171
"Mr. Smith brought a glass of water to Miss Smith and, as a result,",0.3417697548866272,0.6582302451133728
"The man brought a glass of water to the woman and, as a result,",0.4490889608860016,0.5509110689163208
"John brought a glass of water to Mary and, as a result,",0.24169331789016724,0.7583067417144775
"Bob brought a glass of water to Alice and, as a result,",0.5018033981323242,0.4981966018676758
"The actor brought a glass of water to the actress and, as a result,",0.5027837753295898,0.49721628427505493
"The boy brought a glass of water to the girl and, as a result,",0.5241851210594177,0.4758148789405823
"Mr. William brought a glass of water to  Mrs. Taylor and, as a result,",0.4455059766769409,0.5544940233230591
"David brought a glass of water to Emma and, as a result,",0.3951359689235687,0.6048639416694641
"The prince brought a glass of water to the princess and, as a result,",0.24767081439495087,0.7523291707038879
"Robert brought a glass of water to Sarah and, as a result,",0.4849286675453186,0.5150713920593262
"Mr. Taylor brought a glass of water to Mrs. Williams and, as a result,",0.41192302107810974,0.5880770087242126
"Paul brought a glass of water to Emily and, as a result,",0.3580307364463806,0.6419692039489746
