verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
assisted,0.5685010105371475,0.4314989969134331,0.43742136657238007,0.5625786458452543
blames,0.6225794653097788,0.37742053469022113,0.5182260523239771,0.481773962577184
comforted,0.29998645310600597,0.7000135431687037,0.26773768042524654,0.7322623382012049
congratulated,0.3053779986997445,0.6946220000584921,0.2661773699025313,0.7338226189215978
corrected,0.5225150535504023,0.47748494024078053,0.3120909755428632,0.6879090219736099
detests,0.5034606760988632,0.49653932886819047,0.6704401969909668,0.3295598241190116
fears,0.7383419722318649,0.2616580401857694,0.71999491751194,0.2800050961474578
envies,0.7364385575056076,0.2635614375273387,0.6971688866615295,0.30283111954728764
hates,0.6820448289314905,0.3179551847279072,0.6793520450592041,0.3206479648749034
helped,0.45034633328517276,0.5496536865830421,0.38300563395023346,0.6169943660497665
mocked,0.2637774931887786,0.7362225105365118,0.2138220282892386,0.7861779580513636
noticed,0.6892883827288946,0.3107116272052129,0.5853400478760401,0.4146599421898524
pacified,0.35117335493365925,0.6488266537586848,0.2848312146961689,0.7151687691609064
praised,0.4291745771964391,0.5708254327376684,0.3990838850537936,0.6009161124626795
reproached,0.21717095002532005,0.7828290263811747,0.199356850857536,0.8006431460380554
scolded,0.233586755891641,0.7664132714271545,0.20328538368145624,0.7967146039009094
stared,0.5921588788429896,0.40784111867348355,0.3880232771237691,0.6119767129421234
thanked,0.3829033076763153,0.6170967022577921,0.34971147030591965,0.6502885321776072
trusts,0.5939278701941172,0.4060721422235171,0.553830973803997,0.44616903364658356
values,0.7707522759834925,0.22924774512648582,0.721725528438886,0.2782744827369849
