verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
chucking,0.4715328961610794,0.528467116256555,0.5218054081002871,0.47819459686676663
flinging,0.5093709031740824,0.490629106760025,0.5661338617404302,0.43386612832546234
kicking,0.5677599087357521,0.4322400912642479,0.5505627021193504,0.4494373028477033
lobbing,0.4815192793806394,0.5184807156523069,0.5448333323001862,0.45516668011744815
rolling,0.4879476483911276,0.512052346020937,0.6559105018774668,0.3440895043313503
throwing,0.48523935054739314,0.5147606420020262,0.5354531705379486,0.4645468294620514
tossing,0.5440986280639967,0.4559013570348422,0.49144163727760315,0.5085583503047625
bringing,0.5471188897887865,0.452881100277106,0.5020645335316658,0.4979354788859685
forwarding,0.7280892779429754,0.2719107170899709,0.6090379953384399,0.3909620021780332
mailing,0.6619230906168619,0.33807691435019177,0.7010830938816071,0.29891690611839294
shipping,0.6526294549306234,0.34737054631114006,0.6304795493682226,0.36952048788468045
transmitting,0.6741824646790823,0.3258175390462081,0.6739237705866495,0.3260762393474579
wiring,0.5946294168631235,0.40537059555451077,0.5992268174886703,0.40077320237954456
carrying,0.5921879261732101,0.40781207258502644,0.5416156078378359,0.45838438471158344
delivering,0.5227689296007156,0.47723107288281125,0.5297543158133825,0.47024569660425186
giving,0.5211212585369746,0.47887874643007916,0.48148200412591297,0.5185179760058721
handing,0.5863204623262087,0.4136795538167159,0.5433219398061434,0.456678070127964
passing,0.5098477949698766,0.4901522025465965,0.5456502710779508,0.45434971650441486
serving,0.4643833264708519,0.5356166561444601,0.5141057297587395,0.4858942652742068
