verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
assisted,0.6544170652826627,0.3455829496184985,0.6047027905782064,0.39529721190532047
blames,0.4374222904443741,0.5625777145226797,0.3892597146332264,0.6107403089602789
comforted,0.4239717659850915,0.5760282377401987,0.44309600939353305,0.5569040055076281
congratulated,0.35327190284927684,0.6467280884583791,0.2897878872851531,0.7102121015389761
corrected,0.5142694848279158,0.485730508963267,0.4246574168403943,0.575342575709025
detests,0.5153636019676924,0.4846364017575979,0.28857313717405003,0.7114268640677134
fears,0.37094491968552273,0.629055067896843,0.3923892577489217,0.6076107273499171
envies,0.5026414940754572,0.4973585282762845,0.4582354997595151,0.5417645201086998
hates,0.3206479959189892,0.6793519953886668,0.33509449909130734,0.6649054934581121
helped,0.6701634029547373,0.32983661194642383,0.6352159231901169,0.3647840892275174
mocked,0.32400644073883694,0.6759935766458511,0.28823834906021756,0.7117616583903631
noticed,0.381231094400088,0.6187689205010732,0.38699740916490555,0.6130026032527288
pacified,0.5790352796514829,0.42096471786499023,0.5408888906240463,0.4591111019253731
praised,0.27509212866425514,0.7249078700939814,0.25347452610731125,0.7465254763762156
reproached,0.22119548730552197,0.7788045058647791,0.18832432851195335,0.8116756727298101
scolded,0.29192646717031795,0.7080735514561335,0.23599238817890486,0.7640076130628586
stared,0.6570670654376348,0.34293291345238686,0.5641578907767931,0.4358421141902606
thanked,0.40122513224681217,0.5987748478849729,0.4135873019695282,0.5864127029975256
trusts,0.4354936058322589,0.564506414035956,0.522831584016482,0.47716842343409854
values,0.37129759540160495,0.6287024021148682,0.41428761680920917,0.5857123682896296
