verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
aggravated,0.37508587042490643,0.6249141320586205,0.39462574074665707,0.6053742617368698
amazed,0.3194802763561408,0.6805197050174078,0.2670424704750379,0.7329575270414352
amused,0.3427952552835147,0.6572047571341196,0.27177724490563077,0.7282227575778961
annoyed,0.33969033136963844,0.6603096574544907,0.29561292628447217,0.7043870886166891
apologized,0.5123821999877691,0.4876177863528331,0.2562301220993201,0.7437698692083359
bored,0.5486591632167498,0.45134083926677704,0.21943399558464685,0.780565987030665
charmed,0.33180273324251175,0.6681972543398539,0.28645215804378193,0.7135478357474009
offended,0.36118678251902264,0.6388132174809774,0.32867667948206264,0.671323299407959
confessed,0.38708019256591797,0.6129198124011358,0.33855196585257846,0.6614480366309484
deceived,0.4057537776728471,0.594246211151282,0.32394925753275555,0.6760507375001907
disappointed,0.38199687376618385,0.6180031225085258,0.3374059312045574,0.6625940750042597
exasperated,0.3309037486712138,0.6690962463617325,0.27427441502610844,0.7257255762815475
fascinated,0.2990607793132464,0.7009392331043879,0.19809702411293983,0.8019029845794042
frightened,0.19818821487327418,0.8018117944399515,0.18464037651817003,0.8153596371412277
humiliated,0.32203206419944763,0.6779679308334986,0.26865190515915555,0.7313480973243713
infuriated,0.3397423413892587,0.6602576673030853,0.2988240507741769,0.7011759579181671
inspires,0.24437222753961882,0.7556277563174566,0.23306516061226526,0.7669348319371542
intimidates,0.18469593425591788,0.8153040657440821,0.20580904930830002,0.794190968076388
scares,0.20340200886130333,0.7965980023145676,0.2541059652964274,0.7458940347035726
surprised,0.3107059833904107,0.6892940178513527,0.2662954417367776,0.7337045619885126
