verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
flew,0.5293448641896248,0.47065512587626773,0.47652801126241684,0.5234719937046369
walked,0.5043247391780218,0.49567526082197827,0.37750786046187085,0.6224921345710754
ran,0.5364883318543434,0.463511660695076,0.4180506144960721,0.5819493954380354
swam,0.5148366764187813,0.48516332854827243,0.4427291825413704,0.5572708000739416
drove,0.5249264935652415,0.4750734915335973,0.44182240466276806,0.5581775854031245
jogged,0.5518891538182894,0.44811084990700084,0.39552297194798786,0.6044770330190659
bolted,0.5567276577154795,0.44327235718568164,0.44969526181618374,0.5503047381838163
crawled,0.5933655028541883,0.40663448224465054,0.4537835270166397,0.5462164704998335
limped,0.5076796958843867,0.4923202966650327,0.4231336290637652,0.5768663783868154
lumbered,0.5094392970204353,0.4905607079466184,0.3305660958091418,0.6694338967402776
marched,0.42702734967072803,0.5729726478457451,0.33856436361869174,0.6614356487989426
meandered,0.5816454788049062,0.4183545336127281,0.4320630207657814,0.5679369767506918
pranced,0.4333023602763812,0.5666976297895113,0.26716387644410133,0.7328361471494039
raced,0.5388079558809599,0.4611920366684596,0.43392978856960934,0.5660702014962832
staggered,0.5542432715495428,0.4457567259669304,0.37051528692245483,0.6294847130775452
strolled,0.5042067021131516,0.49579330285390216,0.35018788278102875,0.6498121122519175
trotted,0.5225382496913274,0.47746172547340393,0.3673549046119054,0.6326450804869334
wandered,0.5232206260164579,0.47677936653296155,0.4212803319096565,0.5787196556727091
