verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
chucked,0.2506703572968642,0.7493296414613724,0.21397945657372475,0.7860205421845118
flung,0.284310519695282,0.7156894852717718,0.24527543286482492,0.7547245770692825
kicked,0.3541125903526942,0.6458874071637789,0.2747301508982976,0.7252698491017023
lobbed,0.2539319557448228,0.746068000793457,0.1776301854600509,0.82236980398496
rolled,0.560339231044054,0.43966076026360196,0.2852834189931552,0.7147165785233179
threw,0.48639778917034465,0.513602207104365,0.31073308487733203,0.6892669002215067
tossed,0.31643598650892574,0.6835640172163645,0.24327202265461287,0.756727953751882
brought,0.20963039125005403,0.7903696149587631,0.18451517634093761,0.8154848118623098
forwarded,0.2499646469950676,0.750035360455513,0.1709099281579256,0.8290900637706121
mailed,0.26931089411179227,0.7306890885035197,0.20575068021814027,0.7942493309577306
shipped,0.3211215063929558,0.6788784911235174,0.21637988276779652,0.7836201240619024
transmitted,0.2047344110906124,0.7952655901511511,0.2069226341942946,0.7930773595968882
wired,0.28968164697289467,0.7103183567523956,0.22419618194301924,0.7758038093646368
carried,0.46523427218198776,0.5347657278180122,0.33725691959261894,0.662743071715037
delivered,0.16905848402529955,0.8309415181477865,0.15789363781611124,0.8421063472827276
gave,0.2445095938940843,0.7554903874794642,0.26208710422118503,0.7379129081964493
handed,0.2384004071354866,0.7615995953480402,0.20117219599584737,0.7988278269767761
passed,0.22688559566934904,0.7731144030888876,0.24328013633688292,0.7567198723554611
served,0.20867097564041615,0.791329006354014,0.22294233242670694,0.7770576675732931
