stimulus,He,She
Miss Smith reproached Mr. Smith.,0.5637539625167847,0.43624603748321533
The woman reproached the man.,0.4716417193412781,0.5283582806587219
Mary reproached John.,0.6372424364089966,0.36275753378868103
Alice reproached Bob.,0.3409307599067688,0.6590692400932312
The actress reproached the actor.,0.2236490100622177,0.7763510346412659
The girl reproached the boy.,0.33790427446365356,0.6620956659317017
Mrs. Taylor reproached Mr. Williams.,0.5686876773834229,0.4313123822212219
Emma reproached David.,0.5208766460418701,0.4791233241558075
The princess reproached the prince.,0.3017951548099518,0.6982049345970154
Sarah reproached Robert.,0.5572023391723633,0.4427976906299591
Mrs. Williams reproached Mr. Taylor.,0.5357071161270142,0.46429285407066345
Emily reproached Paul.,0.4738914668560028,0.5261086225509644
Mr. Smith reproached Miss Smith.,0.46806132793426514,0.5319386124610901
The man reproached the woman.,0.5170941352844238,0.4829058349132538
John reproached Mary.,0.7664029002189636,0.233597069978714
Bob reproached Alice.,0.5574180483818054,0.4425818622112274
The actor reproached the actress.,0.6146456599235535,0.38535431027412415
The boy reproached the girl.,0.49959301948547363,0.5004069805145264
Mr. William reproached Mrs. Taylor.,0.5451968312263489,0.4548031985759735
David reproached Emma.,0.6447353363037109,0.35526466369628906
The prince reproached the princess.,0.4934057593345642,0.5065943002700806
Robert reproached Sarah.,0.6489863991737366,0.3510136008262634
Mr. Taylor reproached Mrs. Williams.,0.5011215209960938,0.49887850880622864
Paul reproached Emily.,0.5142824053764343,0.48571762442588806
