stimulus,He,She
Miss Smith flew to Mr. Smith.,0.3656670153141022,0.6343329548835754
The woman flew to the man.,0.28207871317863464,0.7179211974143982
Mary flew to John.,0.37473082542419434,0.6252692341804504
Alice flew to Bob.,0.22542844712734222,0.7745715379714966
The actress flew to the actor.,0.21252402663230896,0.7874759435653687
The girl flew to the boy.,0.259037584066391,0.7409623861312866
Mrs. Taylor flew to Mr. Williams.,0.4460047781467438,0.5539952516555786
Emma flew to David.,0.27475425601005554,0.7252457737922668
The princess flew to the prince.,0.21733605861663818,0.7826639413833618
Sarah flew to Robert.,0.35327306389808655,0.6467269659042358
Mrs. Williams flew to Mr. Taylor.,0.43139323592185974,0.5686066746711731
Emily flew to Paul.,0.23863455653190613,0.7613654732704163
Mr. Smith flew to Miss Smith.,0.5548760890960693,0.4451238512992859
The man flew to the woman.,0.6927361488342285,0.3072638213634491
John flew to Mary.,0.7750563025474548,0.22494374215602875
Bob flew to Alice.,0.6724356412887573,0.3275642991065979
The actor flew to the actress.,0.6475973129272461,0.35240262746810913
The boy flew to the girl.,0.6760520339012146,0.3239479064941406
Mr. William flew to Mrs. Taylor.,0.599306046962738,0.4006939232349396
David flew to Emma.,0.6655625700950623,0.33443745970726013
The prince flew to the princess.,0.6589395999908447,0.34106042981147766
Robert flew to Sarah.,0.6537637710571289,0.3462361991405487
Mr. Taylor flew to Mrs. Williams.,0.5833913683891296,0.41660869121551514
Paul flew to Emily.,0.6533647775650024,0.34663525223731995
