stimulus,he,she
"Miss Smith limped to Mr. Smith and, as a result,",0.5318813920021057,0.4681185781955719
"The woman limped to the man and, as a result,",0.47578373551368713,0.5242162942886353
"Mary limped to John and, as a result,",0.5123494863510132,0.4876505434513092
"Alice limped to Bob and, as a result,",0.37958386540412903,0.6204161047935486
"The actress limped to the actor and, as a result,",0.49941134452819824,0.5005886554718018
"The girl limped to the boy and, as a result,",0.430225670337677,0.569774329662323
"Mrs. Taylor limped to Mr. Williams and, as a result,",0.5840842127799988,0.41591575741767883
"Emma limped to David and, as a result,",0.5107995271682739,0.48920050263404846
"The princess limped to the prince and, as a result,",0.3754099905490875,0.6245899796485901
"Sarah limped to Robert and, as a result,",0.5241863131523132,0.47581368684768677
"Mrs. Williams limped to Mr. Taylor and, as a result,",0.5680562853813171,0.4319436550140381
"Emily limped to Paul and, as a result,",0.5160717368125916,0.48392826318740845
"Mr. Smith limped to Miss Smith and, as a result,",0.48347121477127075,0.5165287852287292
"The man limped to the woman and, as a result,",0.37320518493652344,0.6267948150634766
"John limped to Mary and, as a result,",0.44464051723480225,0.5553595423698425
"Bob limped to Alice and, as a result,",0.39118072390556335,0.608819305896759
"The actor limped to the actress and, as a result,",0.3830086290836334,0.616991400718689
"The boy limped to the girl and, as a result,",0.3766331970691681,0.6233667731285095
"Mr. William limped to Mrs. Taylor and, as a result,",0.5171230435371399,0.48287689685821533
"David limped to Emma and, as a result,",0.4022948741912842,0.5977051258087158
"The prince limped to the princess and, as a result,",0.4369603395462036,0.5630396604537964
"Robert limped to Sarah and, as a result,",0.3898437023162842,0.6101563572883606
"Mr. Taylor limped to Mrs. Williams and, as a result,",0.4869290590286255,0.5130709409713745
"Paul limped to Emily and, as a result,",0.39231306314468384,0.6076869368553162
