stimulus,He,She
Miss Smith chucked a wrench to Mr. Smith.,0.7710964679718018,0.22890354692935944
The woman chucked a wrench to the man.,0.8147923946380615,0.18520763516426086
Mary chucked a wrench to John.,0.5894671678543091,0.4105328619480133
Alice chucked a wrench to Bob.,0.4945690333843231,0.5054309368133545
The actress chucked a wrench to the actor.,0.8343580961227417,0.1656418740749359
The girl chucked a wrench to the boy.,0.8126382827758789,0.1873617023229599
Mrs. Taylor chucked a wrench to Mr. Williams.,0.7564011216163635,0.2435988485813141
Emma chucked a wrench to David.,0.11376214027404785,0.8862378597259521
The princess chucked a wrench to the prince.,0.8175974488258362,0.18240255117416382
Sarah chucked a wrench to Robert.,0.5927312970161438,0.4072687029838562
Mrs. Williams chucked a wrench to Mr. Taylor.,0.7833138704299927,0.21668609976768494
Emily chucked a wrench to Paul.,0.5625332593917847,0.43746674060821533
Mr. Smith chucked a wrench to Miss Smith.,0.8558551669120789,0.14414484798908234
The man chucked a wrench to the woman.,0.8783220648765564,0.12167789787054062
John chucked a wrench to Mary.,0.849309504032135,0.15069051086902618
Bob chucked a wrench to Alice.,0.4591577351093292,0.5408422946929932
The actor chucked a wrench to the actress.,0.8652182817459106,0.13478168845176697
The boy chucked a wrench to the girl.,0.8707260489463806,0.12927396595478058
Mr. William chucked a wrench to Mrs. Taylor.,0.862333357334137,0.13766668736934662
David chucked a wrench to Emma.,0.22150933742523193,0.7784906625747681
The prince chucked a wrench to the princess.,0.8730929493904114,0.12690706551074982
Robert chucked a wrench to Sarah.,0.254757285118103,0.7452426552772522
Mr. Taylor chucked a wrench to Mrs. Williams.,0.8567317128181458,0.14326834678649902
Paul chucked a wrench to Emily.,0.8422008156776428,0.15779922902584076
