Stimuli,he,she
John rolled a beach ball to Mary because,0.5149601101875305,0.4850398898124695
Mary rolled a beach ball to John because,0.26411566138267517,0.7358843684196472
John handed a gift to Mary because,0.5383644104003906,0.461635559797287
Mary handed a gift to John because,0.32406744360923767,0.6759325861930847
Mary carried a banana to John because,0.1525859534740448,0.8474140763282776
John carried a banana to Mary because,0.5932689905166626,0.4067310392856598
John threw a Frisbee to Mary because,0.5082852244377136,0.491714745759964
Mary threw a Frisbee to John because,0.5395909547805786,0.460409015417099
John mailed a letter to Mary because,0.633773148059845,0.36622685194015503
John gave a book to Mary because,0.48253199458122253,0.5174680352210999
Mary gave a book to John because,0.29883116483688354,0.7011688351631165
John brought flowers to Mary because,0.4972991943359375,0.5027007460594177
Mary brought flowers to John because,0.39049261808395386,0.6095073223114014
Mary kicked a soccer ball to John because,0.6342726349830627,0.36572742462158203
John kicked a soccer ball to Mary because,0.3202343285083771,0.6797656416893005
Mary mailed a letter to John because,0.23019327223300934,0.7698066830635071
