Stimuli,he,she
"John aggravated Mary and, as a result,",0.22513781487941742,0.7748621702194214
"Mary aggravated John and, as a result,",0.8067384958267212,0.1932615339756012
"John amazed Mary and, as a result,",0.07487111538648605,0.9251288771629333
"Mary amazed John and, as a result,",0.9001483917236328,0.09985160827636719
"John amused Mary and, as a result,",0.20575325191020966,0.7942466735839844
"Mary amused John and, as a result,",0.8539458513259888,0.1460541933774948
"John annoyed Mary and, as a result,",0.1634794920682907,0.8365205526351929
"Mary annoyed John and, as a result,",0.8239730596542358,0.17602694034576416
"John apologized to Mary and, as a result,",0.2581102252006531,0.7418897151947021
"Mary apologized to John and, as a result,",0.8741132616996765,0.12588675320148468
"John bored Mary and, as a result,",0.15586984157562256,0.8441300988197327
"Mary bored John and, as a result,",0.8740395903587341,0.12596045434474945
"John charmed Mary and, as a result,",0.20875190198421478,0.791248083114624
"Mary charmed John and, as a result,",0.7597878575325012,0.24021214246749878
"John offended Mary and, as a result,",0.20019996166229248,0.7997999787330627
"Mary offended John and, as a result,",0.8305970430374146,0.16940294206142426
"John confessed to Mary and, as a result,",0.14594954252243042,0.8540504574775696
"Mary confessed to John and, as a result,",0.5515925884246826,0.4484074115753174
"John deceived Mary and, as a result,",0.15174995362758636,0.8482500910758972
"Mary deceived John and, as a result,",0.7583909630775452,0.24160908162593842
"John disappointed Mary and, as a result,",0.35015878081321716,0.6498412489891052
"Mary disappointed John and, as a result,",0.8615131974220276,0.1384868174791336
"John exasperated Mary and, as a result,",0.10693024098873138,0.8930698037147522
"Mary exasperated John and, as a result,",0.8668830394744873,0.1331169158220291
"John fascinated Mary and, as a result,",0.22395960986614227,0.7760403156280518
"Mary fascinated John and, as a result,",0.8848654627799988,0.11513453722000122
"John frightened Mary and, as a result,",0.14780978858470917,0.8521901369094849
"Mary frightened John and, as a result,",0.9054080247879028,0.09459199011325836
"John humiliated Mary and, as a result,",0.2285209596157074,0.771479070186615
"Mary humiliated John and, as a result,",0.8138532042503357,0.1861467808485031
"John infuriated Mary and, as a result,",0.15657609701156616,0.8434239029884338
"Mary infuriated John and, as a result,",0.8044479489326477,0.19555208086967468
"John inspires Mary and, as a result,",0.037032708525657654,0.9629672765731812
"Mary inspires John and, as a result,",0.9677583575248718,0.03224160149693489
"John intimidates Mary and, as a result,",0.06286069005727768,0.9371393322944641
"Mary intimidates John and, as a result,",0.9074179530143738,0.09258204698562622
"John scares Mary and, as a result,",0.0734972357749939,0.9265027642250061
"Mary scares John and, as a result,",0.933514416217804,0.06648556143045425
"John surprised Mary and, as a result,",0.17013686895370483,0.8298631906509399
"Mary surprised John and, as a result,",0.8492549061775208,0.15074506402015686
