Stimuli,he,she
Mary flung a frisbee to John because,0.5431115031242371,0.45688843727111816
John flung a frisbee to Mary because,0.5335308313369751,0.4664691090583801
John kicked a soccer ball to Mary because,0.3202343285083771,0.6797656416893005
Mary kicked a soccer ball to John because,0.6342726349830627,0.36572742462158203
Mary lobbed a football to John because,0.6387261152267456,0.3612738847732544
John lobbed a football to Mary because,0.34591227769851685,0.6540877223014832
John rolled a toy truck to Mary because,0.5570950508117676,0.4429049789905548
Mary rolled a toy truck to John because,0.16790401935577393,0.8320960402488708
Mary threw a hat to John because,0.5476157665252686,0.45238426327705383
John threw a hat to Mary because,0.48773011565208435,0.512269914150238
John tossed a dish towel to Mary because,0.49563395977020264,0.5043660402297974
Mary tossed a dish towel to John because,0.6238543391227722,0.3761456608772278
John brought a glass of water to Mary because,0.5189287662506104,0.48107120394706726
Mary brought a glass of water to John because,0.3848927319049835,0.6151072978973389
John forwarded a gossipy email to Mary because,0.6035385131835938,0.39646151661872864
Mary forwarded a gossipy email to John because,0.3906104862689972,0.6093895435333252
Mary mailed a letter to John because,0.23019327223300934,0.7698066830635071
John mailed a letter to Mary because,0.633773148059845,0.36622685194015503
John sent a fruitcake to Mary because,0.4492563009262085,0.5507437586784363
Mary sent a fruitcake to John because,0.432608038187027,0.5673919916152954
Mary shipped a package to John because,0.4169791042804718,0.5830209255218506
John shipped a package to Mary because,0.4764186143875122,0.5235814452171326
Mary transmitted a message to John because,0.25665199756622314,0.7433480024337769
John transmitted a message to Mary because,0.647348940372467,0.3526510000228882
John wired money to Mary because,0.6076924800872803,0.39230749011039734
Mary wired money to John because,0.5974239110946655,0.4025760591030121
Mary carried a tray to John because,0.2317853569984436,0.7682146430015564
John carried a tray to Mary because,0.5825745463371277,0.4174254536628723
John delivered a subpoena to Mary because,0.45216432213783264,0.5478357076644897
Mary delivered a subpoena to John because,0.45340198278427124,0.5465980172157288
John gave a sweater to Mary because,0.48292994499206543,0.5170701146125793
Mary gave a sweater to John because,0.4471934139728546,0.5528066158294678
John handed a book to Mary because,0.47237658500671387,0.5276233553886414
Mary handed a book to John because,0.35740214586257935,0.6425978541374207
Mary passed a sandwich to John because,0.5463285446166992,0.45367148518562317
John passed a sandwich to Mary because,0.5558441877365112,0.444155752658844
Mary served chili to John because,0.37183070182800293,0.6281692981719971
John served chili to Mary because,0.4524664878845215,0.5475335121154785
