Stimuli,He,She
John assisted Mary.,0.6108450293540955,0.38915494084358215
Mary assisted John.,0.4580594003200531,0.5419406294822693
Mary blames John.,0.3649313747882843,0.6350685954093933
John blames Mary.,0.717289924621582,0.28271013498306274
Mary comforted John.,0.22164683043956757,0.7783531546592712
John comforted Mary.,0.7687662243843079,0.23123380541801453
John congratulated Mary.,0.7702288031578064,0.22977125644683838
Mary congratulated John.,0.3862570822238922,0.6137428879737854
John corrected Mary.,0.7588316202163696,0.24116836488246918
Mary corrected John.,0.3568422496318817,0.6431576609611511
Mary detests John.,0.7239590883255005,0.2760409414768219
John detests Mary.,0.777841329574585,0.22215862572193146
John fears Mary.,0.6583055257797241,0.3416944742202759
Mary fears John.,0.32771116495132446,0.6722888350486755
Mary envies John.,0.7173329591751099,0.28266701102256775
John envies Mary.,0.7765082120895386,0.22349177300930023
John hates Mary.,0.7789785861968994,0.2210213840007782
Mary hates John.,0.7254789471626282,0.27452102303504944
John helped Mary.,0.26095861196517944,0.7390414476394653
Mary helped John.,0.6348940134048462,0.3651060163974762
John mocked Mary.,0.7687364220619202,0.23126359283924103
Mary mocked John.,0.4086889922618866,0.591310977935791
Mary noticed John.,0.5819839835166931,0.4180160462856293
John noticed Mary.,0.6583651304244995,0.3416348993778229
Mary pacified John.,0.33312806487083435,0.6668719053268433
John pacified Mary.,0.763961911201477,0.23603808879852295
Mary praised John.,0.5975415706634521,0.40245839953422546
John praised Mary.,0.6655890941619873,0.3344108760356903
John reproached Mary.,0.770523726940155,0.22947627305984497
Mary reproached John.,0.5642762184143066,0.43572384119033813
Mary scolded John.,0.5521970987319946,0.447802871465683
John scolded Mary.,0.7692949771881104,0.23070502281188965
John stared at Mary.,0.7768520712852478,0.223147913813591
Mary stared at John.,0.7153714895248413,0.2846285104751587
John thanked Mary.,0.7763670086860657,0.2236330211162567
Mary thanked John.,0.5790117979049683,0.4209882318973541
Mary trusts John.,0.7170509696006775,0.2829490303993225
John trusts Mary.,0.7836939692497253,0.21630601584911346
Mary values John.,0.369906485080719,0.630093514919281
John values Mary.,0.7895687818527222,0.21043115854263306
