Stimuli,he,she
"Mary flung a frisbee to John and, as a result,",0.8373037576675415,0.1626962572336197
"John flung a frisbee to Mary and, as a result,",0.21691232919692993,0.7830877304077148
"John kicked a soccer ball to Mary and, as a result,",0.38546234369277954,0.6145376563072205
"Mary kicked a soccer ball to John and, as a result,",0.7825956344604492,0.2174043357372284
"Mary lobbed a football to John and, as a result,",0.822524905204773,0.17747510969638824
"John lobbed a football to Mary and, as a result,",0.1886390894651413,0.8113609552383423
"John rolled a toy truck to Mary and, as a result,",0.425335556268692,0.5746644735336304
"Mary rolled a toy truck to John and, as a result,",0.5849233269691467,0.4150766432285309
"Mary threw a hat to John and, as a result,",0.6723930239677429,0.3276069462299347
"John threw a hat to Mary and, as a result,",0.294851690530777,0.7051483392715454
"John tossed a dish towel to Mary and, as a result,",0.25176605582237244,0.74823397397995
"Mary tossed a dish towel to John and, as a result,",0.8443118333816528,0.1556881219148636
"John brought a glass of water to Mary and, as a result,",0.2705197036266327,0.7294802665710449
"Mary brought a glass of water to John and, as a result,",0.8349732756614685,0.16502675414085388
"John forwarded a gossipy email to Mary and, as a result,",0.17208647727966309,0.8279135227203369
"Mary forwarded a gossipy email to John and, as a result,",0.7080178260803223,0.29198217391967773
"Mary mailed a letter to John and, as a result,",0.7567222118377686,0.24327778816223145
"John mailed a letter to Mary and, as a result,",0.1801341325044632,0.819865882396698
"John sent a fruitcake to Mary and, as a result,",0.08266905695199966,0.9173309206962585
"Mary sent a fruitcake to John and, as a result,",0.846577525138855,0.15342243015766144
"Mary shipped a package to John and, as a result,",0.6773064732551575,0.3226935565471649
"John shipped a package to Mary and, as a result,",0.2629298269748688,0.7370701432228088
"Mary transmitted a message to John and, as a result,",0.8468316793441772,0.15316829085350037
"John transmitted a message to Mary and, as a result,",0.11944103240966797,0.880558967590332
"John wired money to Mary and, as a result,",0.17280754446983337,0.8271924257278442
"Mary wired money to John and, as a result,",0.9371337294578552,0.06286630779504776
"Mary carried a tray to John and, as a result,",0.45694050192832947,0.5430594682693481
"John carried a tray to Mary and, as a result,",0.403546005487442,0.5964540243148804
"John delivered a subpoena to Mary and, as a result,",0.2514353096485138,0.7485646605491638
"Mary delivered a subpoena to John and, as a result,",0.6079250574111938,0.39207494258880615
"John gave a sweater to Mary and, as a result,",0.24564532935619354,0.7543546557426453
"Mary gave a sweater to John and, as a result,",0.800737202167511,0.19926276803016663
"John handed a book to Mary and, as a result,",0.12965230643749237,0.8703477382659912
"Mary handed a book to John and, as a result,",0.7303057909011841,0.26969414949417114
"Mary passed a sandwich to John and, as a result,",0.7066799402236938,0.29332005977630615
"John passed a sandwich to Mary and, as a result,",0.29481837153434753,0.7051816582679749
"Mary served chili to John and, as a result,",0.6483219861984253,0.3516780138015747
"John served chili to Mary and, as a result,",0.26912522315979004,0.73087477684021
