Stimuli,He,She
John rolled a beach ball to Mary.,0.7864201068878174,0.21357989311218262
Mary rolled a beach ball to John.,0.7442679405212402,0.25573211908340454
John handed a gift to Mary.,0.77834153175354,0.22165846824645996
Mary handed a gift to John.,0.28639334440231323,0.7136067152023315
Mary carried a banana to John.,0.7318008542060852,0.2681991755962372
John carried a banana to Mary.,0.7752051949501038,0.22479479014873505
John threw a Frisbee to Mary.,0.7817414402961731,0.2182585597038269
Mary threw a Frisbee to John.,0.7341569662094116,0.26584306359291077
John mailed a letter to Mary.,0.7759347558021545,0.22406528890132904
John gave a book to Mary.,0.7754860520362854,0.2245139330625534
Mary gave a book to John.,0.41157087683677673,0.5884291529655457
John brought flowers to Mary.,0.7728320956230164,0.22716790437698364
Mary brought flowers to John.,0.7262176275253296,0.273782342672348
Mary kicked a soccer ball to John.,0.7411611080169678,0.258838951587677
John kicked a soccer ball to Mary.,0.7809414267539978,0.21905860304832458
Mary mailed a letter to John.,0.24682451784610748,0.7531754970550537
