Stimuli,he,she
Mary was flinging a frisbee to John because,0.5331221222877502,0.46687787771224976
John was flinging a frisbee to Mary because,0.578133761882782,0.4218662679195404
John was kicking a soccer ball to Mary because,0.4646123945713043,0.5353876352310181
Mary was kicking a soccer ball to John because,0.5046833753585815,0.49531665444374084
Mary was lobbing a football to John because,0.6015235781669617,0.39847639203071594
John was lobbing a football to Mary because,0.4365866184234619,0.5634133815765381
John was rolling a toy truck to Mary because,0.5963055491447449,0.4036944806575775
Mary was rolling a toy truck to John because,0.272508442401886,0.7274914979934692
Mary was throwing a hat to John because,0.5813660025596619,0.41863399744033813
John was throwing a hat to Mary because,0.5528666973114014,0.44713327288627625
John was tossing a dish towel to Mary because,0.535315990447998,0.46468403935432434
Mary was tossing a dish towel to John because,0.6243807673454285,0.37561923265457153
John was bringing a glass of water to Mary because,0.4582471549510956,0.5417528748512268
Mary was bringing a glass of water to John because,0.5346839427947998,0.4653160572052002
Mary was mailing a letter to John because,0.21709978580474854,0.7829002141952515
John was mailing a letter to Mary because,0.7110323309898376,0.28896769881248474
John was sending a fruitcake to Mary because,0.4830389618873596,0.5169610381126404
Mary was sending a fruitcake to John because,0.4749229848384857,0.5250770449638367
Mary was shipping a package to John because,0.43988218903541565,0.560117781162262
John was shipping a package to Mary because,0.5528165102005005,0.4471834897994995
Mary was transmitting a message to John because,0.23165647685527802,0.768343448638916
John was transmitting a message to Mary because,0.6775440573692322,0.3224559724330902
John was wiring money to Mary because,0.6609919667243958,0.33900800347328186
Mary was wiring money to John because,0.21136513352394104,0.7886348366737366
Mary was carrying a tray to John because,0.23922714591026306,0.7607728838920593
John was carrying a tray to Mary because,0.6262962818145752,0.3737037181854248
John was delivering a subpoena to Mary because,0.5497366786003113,0.4502633213996887
Mary was delivering a subpoena to John because,0.4518369138240814,0.548163115978241
John was giving a sweater to Mary because,0.5049565434455872,0.49504342675209045
Mary was giving a sweater to John because,0.43357083201408386,0.5664291381835938
John was handing a book to Mary because,0.5481236577033997,0.45187631249427795
Mary was handing a book to John because,0.3730035722255707,0.6269964575767517
Mary was passing a sandwich to John because,0.5518209338188171,0.44817906618118286
John was passing a sandwich to Mary because,0.6561459302902222,0.34385406970977783
Mary was serving chili to John because,0.34142208099365234,0.6585779190063477
John was serving chili to Mary because,0.4962514340877533,0.5037485957145691
