Stimuli,He,She
Mary was flinging a frisbee to John.,0.7370322942733765,0.26296767592430115
John was flinging a frisbee to Mary.,0.7841492891311646,0.21585072576999664
John was kicking a soccer ball to Mary.,0.7911086678504944,0.20889133214950562
Mary was kicking a soccer ball to John.,0.733790397644043,0.2662096321582794
Mary was lobbing a football to John.,0.7400550246238708,0.25994497537612915
John was lobbing a football to Mary.,0.7860619425773621,0.21393802762031555
John was rolling a toy truck to Mary.,0.7887572646141052,0.21124273538589478
Mary was rolling a toy truck to John.,0.731444239616394,0.2685557007789612
Mary was throwing a hat to John.,0.7344289422035217,0.2655710279941559
John was throwing a hat to Mary.,0.7856156229972839,0.21438440680503845
John was tossing a dish towel to Mary.,0.7932698130607605,0.2067301869392395
Mary was tossing a dish towel to John.,0.7392153143882751,0.26078471541404724
John was bringing a glass of water to Mary.,0.8011125922203064,0.1988874077796936
Mary was bringing a glass of water to John.,0.7289254069328308,0.271074503660202
Mary was mailing a letter to John.,0.18939529359340668,0.8106047511100769
John was mailing a letter to Mary.,0.7892586588859558,0.21074137091636658
John was sending a fruitcake to Mary.,0.7759056091308594,0.224094420671463
Mary was sending a fruitcake to John.,0.7173401117324829,0.28265994787216187
Mary was shipping a package to John.,0.7025215029716492,0.2974785268306732
John was shipping a package to Mary.,0.7670210599899292,0.2329789251089096
Mary was transmitting a message to John.,0.3043547570705414,0.695645272731781
John was transmitting a message to Mary.,0.7805195450782776,0.2194804549217224
John was wiring money to Mary.,0.7849414348602295,0.21505850553512573
Mary was wiring money to John.,0.21725592017173767,0.7827440500259399
Mary was carrying a tray to John.,0.7330219745635986,0.26697805523872375
John was carrying a tray to Mary.,0.7841970920562744,0.2158028930425644
John was delivering a subpoena to Mary.,0.7873985767364502,0.2126014679670334
Mary was delivering a subpoena to John.,0.15446728467941284,0.8455327153205872
John was giving a sweater to Mary.,0.7881377339363098,0.21186226606369019
Mary was giving a sweater to John.,0.22935716807842255,0.770642876625061
John was handing a book to Mary.,0.7828168869018555,0.21718314290046692
Mary was handing a book to John.,0.3766121566295624,0.62338787317276
Mary was passing a sandwich to John.,0.7288827896118164,0.2711172103881836
John was passing a sandwich to Mary.,0.7946991920471191,0.20530074834823608
Mary was serving chili to John.,0.7294608354568481,0.2705391049385071
John was serving chili to Mary.,0.7787836194038391,0.2212163358926773
