Stimuli,He,She
John flew to Mary.,0.7621865272521973,0.23781348764896393
Mary flew to John.,0.2898988127708435,0.7101011276245117
John walked to Mary.,0.7680627703666687,0.23193718492984772
Mary walked to John.,0.14694349467754364,0.8530564904212952
John ran to Mary.,0.7759023904800415,0.2240976095199585
Mary ran to John.,0.25825992226600647,0.7417401075363159
John swam to Mary.,0.7657431960105896,0.2342568039894104
Mary swam to John.,0.1698441505432129,0.8301558494567871
John drove to Mary.,0.7629216909408569,0.23707826435565948
Mary drove to John.,0.21072031557559967,0.7892796993255615
John jogged to Mary.,0.7648991942405701,0.23510080575942993
Mary jogged to John.,0.07974015921354294,0.9202598333358765
