Stimuli,he,she
"John flew to Mary and, as a result,",0.3557703197002411,0.6442297101020813
"Mary flew to John and, as a result,",0.35943618416786194,0.6405638456344604
"John walked to Mary and, as a result,",0.2857443690299988,0.7142556309700012
"Mary walked to John and, as a result,",0.4263150691986084,0.5736849308013916
"John ran to Mary and, as a result,",0.15837585926055908,0.8416240811347961
"Mary ran to John and, as a result,",0.7625974416732788,0.23740254342556
"John swam to Mary and, as a result,",0.3125857710838318,0.6874142289161682
"Mary swam to John and, as a result,",0.37433046102523804,0.625669538974762
"John drove to Mary and, as a result,",0.25773003697395325,0.7422699332237244
"Mary drove to John and, as a result,",0.44758880138397217,0.5524111986160278
"John jogged to Mary and, as a result,",0.38216620683670044,0.6178337931632996
"Mary jogged to John and, as a result,",0.4418324828147888,0.558167576789856
