Stimuli,he,she
"John aggravated Mary and, as a result,",0.42105910181999207,0.5789408683776855
"Mary aggravated John and, as a result,",0.41768503189086914,0.5823150277137756
"John amazed Mary and, as a result,",0.06672971695661545,0.9332702159881592
"Mary amazed John and, as a result,",0.2780390679836273,0.7219609022140503
"John amused Mary and, as a result,",0.1227901354432106,0.8772098422050476
"Mary amused John and, as a result,",0.2610709071159363,0.7389291524887085
"John annoyed Mary and, as a result,",0.13659648597240448,0.8634035587310791
"Mary annoyed John and, as a result,",0.18120095133781433,0.8187990784645081
"John apologized to Mary and, as a result,",0.27636846899986267,0.7236315011978149
"Mary apologized to John and, as a result,",0.4575701057910919,0.5424299240112305
"John bored Mary and, as a result,",0.2118082046508789,0.7881917953491211
"Mary bored John and, as a result,",0.21995392441749573,0.7800461053848267
"John charmed Mary and, as a result,",0.2652476727962494,0.7347522974014282
"Mary charmed John and, as a result,",0.3695468008518219,0.6304532289505005
"John offended Mary and, as a result,",0.1279994249343872,0.8720005750656128
"Mary offended John and, as a result,",0.13074927031993866,0.8692507743835449
"John confessed to Mary and, as a result,",0.2817530632019043,0.7182469367980957
"Mary confessed to John and, as a result,",0.2707381248474121,0.7292619347572327
"John deceived Mary and, as a result,",0.09262572228908539,0.9073742628097534
"Mary deceived John and, as a result,",0.29558125138282776,0.7044187188148499
"John disappointed Mary and, as a result,",0.25171470642089844,0.7482853531837463
"Mary disappointed John and, as a result,",0.17379921674728394,0.8262007832527161
"John exasperated Mary and, as a result,",0.11765655875205994,0.8823434710502625
"Mary exasperated John and, as a result,",0.20829103887081146,0.7917090058326721
"John fascinated Mary and, as a result,",0.11806029826402664,0.8819396495819092
"Mary fascinated John and, as a result,",0.2435843050479889,0.7564157247543335
"John frightened Mary and, as a result,",0.11950734257698059,0.8804926872253418
"Mary frightened John and, as a result,",0.31717774271965027,0.6828222870826721
"John humiliated Mary and, as a result,",0.2560689449310303,0.7439310550689697
"Mary humiliated John and, as a result,",0.3070708215236664,0.692929208278656
"John infuriated Mary and, as a result,",0.10769445449113846,0.8923055529594421
"Mary infuriated John and, as a result,",0.17997021973133087,0.8200297951698303
"John inspires Mary and, as a result,",0.06100346893072128,0.9389964938163757
"Mary inspires John and, as a result,",0.3949735164642334,0.6050265431404114
"John intimidates Mary and, as a result,",0.03505127876996994,0.9649487137794495
"Mary intimidates John and, as a result,",0.30744531750679016,0.6925546526908875
"John scares Mary and, as a result,",0.07095029205083847,0.9290496706962585
"Mary scares John and, as a result,",0.3472432792186737,0.6527567505836487
"John surprised Mary and, as a result,",0.1284457892179489,0.8715541958808899
"Mary surprised John and, as a result,",0.23130853474140167,0.7686914801597595
