Stimuli,He,She
John assisted Mary.,0.38543203473091125,0.6145679354667664
Mary assisted John.,0.6039642691612244,0.3960357904434204
Mary blames John.,0.6064391732215881,0.39356082677841187
John blames Mary.,0.785164475440979,0.214835524559021
Mary comforted John.,0.6207374930381775,0.3792625367641449
John comforted Mary.,0.7059454917907715,0.29405447840690613
John congratulated Mary.,0.2949361503124237,0.7050638794898987
Mary congratulated John.,0.7256355285644531,0.2743644714355469
John corrected Mary.,0.7309220433235168,0.26907795667648315
Mary corrected John.,0.6395678520202637,0.36043208837509155
Mary detests John.,0.4987027645111084,0.5012972354888916
John detests Mary.,0.8413757681846619,0.15862420201301575
John fears Mary.,0.737683892250061,0.26231610774993896
Mary fears John.,0.6755343079566956,0.32446572184562683
Mary envies John.,0.5989434719085693,0.40105652809143066
John envies Mary.,0.8411862850189209,0.15881377458572388
John hates Mary.,0.8431922793388367,0.15680772066116333
Mary hates John.,0.5024712085723877,0.4975288212299347
John helped Mary.,0.2437397986650467,0.7562601566314697
Mary helped John.,0.5668944716453552,0.4331055283546448
John mocked Mary.,0.4610878825187683,0.5389121174812317
Mary mocked John.,0.7708413004875183,0.22915874421596527
Mary noticed John.,0.7379993200302124,0.2620006501674652
John noticed Mary.,0.8019347786903381,0.19806526601314545
Mary pacified John.,0.693892240524292,0.3061077892780304
John pacified Mary.,0.7121202349662781,0.2878798544406891
Mary praised John.,0.7193121314048767,0.2806878983974457
John praised Mary.,0.584511399269104,0.4154886305332184
John reproached Mary.,0.18746423721313477,0.8125357627868652
Mary reproached John.,0.6855518221855164,0.3144482374191284
Mary scolded John.,0.648270845413208,0.3517290949821472
John scolded Mary.,0.21731160581111908,0.7826884388923645
John stared at Mary.,0.8434228897094727,0.15657711029052734
Mary stared at John.,0.46238401532173157,0.537615954875946
John thanked Mary.,0.4846988022327423,0.5153012275695801
Mary thanked John.,0.6915940046310425,0.3084060251712799
Mary trusts John.,0.7488671541213989,0.2511327564716339
John trusts Mary.,0.478412002325058,0.5215880274772644
Mary values John.,0.6724313497543335,0.3275686204433441
John values Mary.,0.8594597578048706,0.1405402570962906
