Stimuli,he,she
"John rolled a beach ball to Mary and, as a result,",0.42797771096229553,0.5720222592353821
"Mary rolled a beach ball to John and, as a result,",0.33705008029937744,0.6629499197006226
"John handed a gift to Mary and, as a result,",0.2569379508495331,0.7430620193481445
"Mary handed a gift to John and, as a result,",0.32967278361320496,0.6703271865844727
"Mary carried a banana to John and, as a result,",0.3203977346420288,0.6796022653579712
"John carried a banana to Mary and, as a result,",0.5398296117782593,0.4601704180240631
"John threw a Frisbee to Mary and, as a result,",0.2537907361984253,0.7462092041969299
"Mary threw a Frisbee to John and, as a result,",0.4010322093963623,0.5989677309989929
"John mailed a letter to Mary and, as a result,",0.17496712505817413,0.8250328898429871
"John gave a book to Mary and, as a result,",0.1831897348165512,0.8168102502822876
"Mary gave a book to John and, as a result,",0.4277573823928833,0.5722426772117615
"John brought flowers to Mary and, as a result,",0.18065118789672852,0.8193488121032715
"Mary brought flowers to John and, as a result,",0.3991948366165161,0.6008051633834839
"Mary kicked a soccer ball to John and, as a result,",0.3748762905597687,0.6251237392425537
"John kicked a soccer ball to Mary and, as a result,",0.4038866460323334,0.5961133241653442
"Mary mailed a letter to John and, as a result,",0.28406059741973877,0.715939462184906
