Stimuli,he,she
Mary was flinging a frisbee to John because,0.16197755932807922,0.8380224704742432
John was flinging a frisbee to Mary because,0.555491030216217,0.44450896978378296
John was kicking a soccer ball to Mary because,0.4798414409160614,0.5201585292816162
Mary was kicking a soccer ball to John because,0.1572323590517044,0.842767596244812
Mary was lobbing a football to John because,0.2684648633003235,0.7315350770950317
John was lobbing a football to Mary because,0.36302921175956726,0.6369708776473999
John was rolling a toy truck to Mary because,0.7107863426208496,0.289213627576828
Mary was rolling a toy truck to John because,0.05728624761104584,0.942713737487793
Mary was throwing a hat to John because,0.15355031192302704,0.8464497327804565
John was throwing a hat to Mary because,0.5627153515815735,0.4372846186161041
John was tossing a dish towel to Mary because,0.48430126905441284,0.5156987905502319
Mary was tossing a dish towel to John because,0.2256610095500946,0.7743390202522278
John was bringing a glass of water to Mary because,0.3838292062282562,0.6161708831787109
Mary was bringing a glass of water to John because,0.08117303997278214,0.9188269376754761
Mary was mailing a letter to John because,0.035529688000679016,0.9644703269004822
John was mailing a letter to Mary because,0.855692446231842,0.14430752396583557
John was sending a fruitcake to Mary because,0.485156387090683,0.5148436427116394
Mary was sending a fruitcake to John because,0.07633496820926666,0.9236651062965393
Mary was shipping a package to John because,0.04674934968352318,0.9532507061958313
John was shipping a package to Mary because,0.5851583480834961,0.4148416817188263
Mary was transmitting a message to John because,0.03583944961428642,0.9641606211662292
John was transmitting a message to Mary because,0.7390518188476562,0.26094818115234375
John was wiring money to Mary because,0.6341978311538696,0.36580219864845276
Mary was wiring money to John because,0.09908629208803177,0.9009137749671936
Mary was carrying a tray to John because,0.040867164731025696,0.9591327905654907
John was carrying a tray to Mary because,0.659191370010376,0.340808629989624
John was delivering a subpoena to Mary because,0.4979887306690216,0.5020112991333008
Mary was delivering a subpoena to John because,0.06211217865347862,0.9378877878189087
John was giving a sweater to Mary because,0.565994381904602,0.43400558829307556
Mary was giving a sweater to John because,0.10497419536113739,0.8950257897377014
John was handing a book to Mary because,0.4378505051136017,0.5621495246887207
Mary was handing a book to John because,0.1056400015950203,0.8943599462509155
Mary was passing a sandwich to John because,0.10724704712629318,0.892753005027771
John was passing a sandwich to Mary because,0.6702559590339661,0.32974404096603394
Mary was serving chili to John because,0.01978202909231186,0.9802179336547852
John was serving chili to Mary because,0.7056792378425598,0.2943207323551178
