Stimuli,he,she
"Mary was flinging a frisbee to John and, as a result,",0.22225046157836914,0.7777495980262756
"John was flinging a frisbee to Mary and, as a result,",0.6614341735839844,0.33856579661369324
"John was kicking a soccer ball to Mary and, as a result,",0.8774164319038391,0.12258362025022507
"Mary was kicking a soccer ball to John and, as a result,",0.1744478940963745,0.8255520462989807
"Mary was lobbing a football to John and, as a result,",0.23373998701572418,0.7662599682807922
"John was lobbing a football to Mary and, as a result,",0.6422304511070251,0.35776954889297485
"John was rolling a toy truck to Mary and, as a result,",0.8028653264045715,0.19713470339775085
"Mary was rolling a toy truck to John and, as a result,",0.18931229412555695,0.8106877207756042
"Mary was throwing a hat to John and, as a result,",0.23855814337730408,0.7614418268203735
"John was throwing a hat to Mary and, as a result,",0.7211571335792542,0.27884286642074585
"John was tossing a dish towel to Mary and, as a result,",0.6570125222206116,0.34298744797706604
"Mary was tossing a dish towel to John and, as a result,",0.26677027344703674,0.7332297563552856
"John was bringing a glass of water to Mary and, as a result,",0.4399971067905426,0.560002863407135
"Mary was bringing a glass of water to John and, as a result,",0.19334827363491058,0.806651771068573
"Mary was mailing a letter to John and, as a result,",0.19745700061321259,0.8025429844856262
"John was mailing a letter to Mary and, as a result,",0.5177782773971558,0.48222169280052185
"John was sending a fruitcake to Mary and, as a result,",0.2586928904056549,0.7413071393966675
"Mary was sending a fruitcake to John and, as a result,",0.19793030619621277,0.8020697236061096
"Mary was shipping a package to John and, as a result,",0.15221096575260162,0.8477890491485596
"John was shipping a package to Mary and, as a result,",0.738054633140564,0.26194536685943604
"Mary was transmitting a message to John and, as a result,",0.17406518757343292,0.8259348273277283
"John was transmitting a message to Mary and, as a result,",0.26981121301651,0.7301888465881348
"John was wiring money to Mary and, as a result,",0.4845068156719208,0.5154932141304016
"Mary was wiring money to John and, as a result,",0.2041207104921341,0.7958792448043823
"Mary was carrying a tray to John and, as a result,",0.12318535149097443,0.876814603805542
"John was carrying a tray to Mary and, as a result,",0.767876386642456,0.23212358355522156
"John was delivering a subpoena to Mary and, as a result,",0.5693013668060303,0.4306986927986145
"Mary was delivering a subpoena to John and, as a result,",0.15158219635486603,0.8484178185462952
"John was giving a sweater to Mary and, as a result,",0.6257628798484802,0.37423714995384216
"Mary was giving a sweater to John and, as a result,",0.2515471279621124,0.7484528422355652
"John was handing a book to Mary and, as a result,",0.5036630034446716,0.49633699655532837
"Mary was handing a book to John and, as a result,",0.2353878766298294,0.7646121382713318
"Mary was passing a sandwich to John and, as a result,",0.14616090059280396,0.853839099407196
"John was passing a sandwich to Mary and, as a result,",0.46377983689308167,0.5362201929092407
"Mary was serving chili to John and, as a result,",0.12596014142036438,0.8740398287773132
"John was serving chili to Mary and, as a result,",0.845154345035553,0.15484566986560822
