Stimuli,he,she
John flew to Mary because,0.564466118812561,0.4355338215827942
Mary flew to John because,0.016550159081816673,0.9834498763084412
John walked to Mary because,0.6746540665626526,0.3253459334373474
Mary walked to John because,0.031017836183309555,0.9689821004867554
John ran to Mary because,0.6877381801605225,0.3122618496417999
Mary ran to John because,0.0494777150452137,0.950522243976593
John swam to Mary because,0.7347142100334167,0.26528578996658325
Mary swam to John because,0.015549384988844395,0.98445063829422
John drove to Mary because,0.5581303834915161,0.4418695867061615
Mary drove to John because,0.049342039972543716,0.9506579637527466
John jogged to Mary because,0.5305079817771912,0.46949195861816406
Mary jogged to John because,0.05102771148085594,0.9489723443984985
