Stimuli,He,She
Mary flung a frisbee to John.,0.78965163230896,0.21034835278987885
John flung a frisbee to Mary.,0.8504872918128967,0.14951269328594208
John kicked a soccer ball to Mary.,0.8593496680259705,0.14065028727054596
Mary kicked a soccer ball to John.,0.793056845664978,0.2069430947303772
Mary lobbed a football to John.,0.7880526781082153,0.21194732189178467
John lobbed a football to Mary.,0.8507451415061951,0.14925488829612732
John rolled a toy truck to Mary.,0.857563316822052,0.1424366682767868
Mary rolled a toy truck to John.,0.4536917805671692,0.5463082194328308
Mary threw a hat to John.,0.6680035591125488,0.33199647068977356
John threw a hat to Mary.,0.8505415320396423,0.14945843815803528
John tossed a dish towel to Mary.,0.8597167730331421,0.14028328657150269
Mary tossed a dish towel to John.,0.6159619688987732,0.3840380311012268
John brought a glass of water to Mary.,0.8642858266830444,0.13571415841579437
Mary brought a glass of water to John.,0.4879072308540344,0.5120927095413208
Mary faxed a resume to John.,0.6206033825874329,0.37939655780792236
John faxed a resume to Mary.,0.8487246036529541,0.1512754112482071
John forwarded a gossipy email to Mary.,0.8510536551475525,0.1489463597536087
Mary forwarded a gossipy email to John.,0.6672942042350769,0.3327057957649231
Mary mailed a letter to John.,0.6938942074775696,0.30610573291778564
John mailed a letter to Mary.,0.8449068665504456,0.15509314835071564
John sent a fruitcake to Mary.,0.8320980072021484,0.16790200769901276
Mary sent a fruitcake to John.,0.6340475678443909,0.36595240235328674
Mary shipped a package to John.,0.6029084920883179,0.39709147810935974
John shipped a package to Mary.,0.8296441435813904,0.17035584151744843
Mary transmitted a message to John.,0.7133532166481018,0.2866467833518982
John transmitted a message to Mary.,0.8399581909179688,0.16004182398319244
John wired money to Mary.,0.8497738242149353,0.15022611618041992
Mary wired money to John.,0.7440284490585327,0.25597161054611206
Mary carried a tray to John.,0.6095602512359619,0.3904397189617157
John carried a tray to Mary.,0.8488227725028992,0.15117722749710083
John delivered a subpoena to Mary.,0.8551121354103088,0.14488787949085236
Mary delivered a subpoena to John.,0.7474476099014282,0.25255241990089417
John gave a sweater to Mary.,0.8496732115745544,0.15032675862312317
Mary gave a sweater to John.,0.4937492609024048,0.50625079870224
John handed a book to Mary.,0.8402389883995056,0.1597609966993332
Mary handed a book to John.,0.6918050646781921,0.3081949055194855
Mary passed a sandwich to John.,0.6079429984092712,0.39205697178840637
John passed a sandwich to Mary.,0.8568064570426941,0.1431935578584671
Mary served chili to John.,0.5660915970802307,0.4339083731174469
John served chili to Mary.,0.8480437397956848,0.1519562155008316
