Stimuli,he,she
"John assisted Mary and, as a result,",0.22093495726585388,0.7790650725364685
"Mary assisted John and, as a result,",0.35529589653015137,0.6447041034698486
"Mary blames John and, as a result,",0.1814717799425125,0.8185282349586487
"John blames Mary and, as a result,",0.3800755739212036,0.6199243664741516
"Mary comforted John and, as a result,",0.5291522145271301,0.47084781527519226
"John comforted Mary and, as a result,",0.1825958490371704,0.8174040913581848
"John congratulated Mary and, as a result,",0.13779683411121368,0.8622031211853027
"Mary congratulated John and, as a result,",0.568405032157898,0.43159493803977966
"John corrected Mary and, as a result,",0.6752955317497253,0.32470446825027466
"Mary corrected John and, as a result,",0.4703778326511383,0.5296221375465393
"Mary detests John and, as a result,",0.07699491828680038,0.9230051040649414
"John detests Mary and, as a result,",0.7517688274383545,0.2482311725616455
"John fears Mary and, as a result,",0.6973626017570496,0.30263736844062805
"Mary fears John and, as a result,",0.09157206863164902,0.9084279537200928
"Mary envies John and, as a result,",0.0883496105670929,0.9116504192352295
"John envies Mary and, as a result,",0.5670834183692932,0.4329165816307068
"John hates Mary and, as a result,",0.70005202293396,0.29994797706604004
"Mary hates John and, as a result,",0.12523077428340912,0.8747692108154297
"John helped Mary and, as a result,",0.2323179692029953,0.7676820158958435
"Mary helped John and, as a result,",0.329000860452652,0.6709991693496704
"John mocked Mary and, as a result,",0.43958523869514465,0.5604147911071777
"Mary mocked John and, as a result,",0.3799697756767273,0.6200302243232727
"Mary noticed John and, as a result,",0.15811188519001007,0.8418881297111511
"John noticed Mary and, as a result,",0.5592893362045288,0.4407106637954712
"Mary pacified John and, as a result,",0.5312946438789368,0.4687053859233856
"John pacified Mary and, as a result,",0.3120730519294739,0.6879270076751709
"Mary praised John and, as a result,",0.5496871471405029,0.45031291246414185
"John praised Mary and, as a result,",0.2713335156440735,0.7286664843559265
"John reproached Mary and, as a result,",0.18827921152114868,0.8117207288742065
"Mary reproached John and, as a result,",0.39998945593833923,0.6000105142593384
"Mary scolded John and, as a result,",0.3407582640647888,0.6592416763305664
"John scolded Mary and, as a result,",0.21392369270324707,0.7860763072967529
"John stared at Mary and, as a result,",0.32285383343696594,0.6771461963653564
"Mary stared at John and, as a result,",0.3238738179206848,0.67612624168396
"John thanked Mary and, as a result,",0.2889324128627777,0.7110676169395447
"Mary thanked John and, as a result,",0.5453062653541565,0.4546937048435211
"Mary trusts John and, as a result,",0.30411452054977417,0.6958854794502258
"John trusts Mary and, as a result,",0.21709007024765015,0.7829099893569946
"Mary values John and, as a result,",0.17694100737571716,0.8230589628219604
"John values Mary and, as a result,",0.6065942645072937,0.3934057056903839
