stimulus,he,she
Miss Smith was tossing a dish towel to Mr. Smith because,0.5853280425071716,0.41467198729515076
The woman was tossing a dish towel to the man because,0.5234931707382202,0.47650688886642456
Mary was tossing a dish towel to John because,0.38821250200271606,0.6117874979972839
Alice was tossing a dish towel to Bob because,0.33169934153556824,0.6683005690574646
The actress was tossing a dish towel to the actor because,0.508965253829956,0.49103474617004395
The girl was tossing a dish towel to the boy because,0.4088173508644104,0.5911825895309448
Mrs. Taylor was tossing a dish towel to Mr. Williams because,0.5771448612213135,0.42285507917404175
Emma was tossing a dish towel to David because,0.3828809857368469,0.6171190738677979
The princess was tossing a dish towel to the prince because,0.3435806334018707,0.6564193367958069
Sarah was tossing a dish towel to Robert because,0.4783303439617157,0.5216696262359619
Mrs. Williams was tossing a dish towel to  Mr. Taylor because,0.594075083732605,0.405924916267395
Emily was tossing a dish towel to Paul because,0.34828871488571167,0.6517112255096436
Mr. Smith was tossing a dish towel to Miss Smith because,0.4726732671260834,0.527326762676239
The man was tossing a dish towel to the woman because,0.5102896094322205,0.48971033096313477
John was tossing a dish towel to Mary because,0.5275005102157593,0.4724994897842407
Bob was tossing a dish towel to Alice because,0.47134560346603394,0.5286543369293213
The actor was tossing a dish towel to the actress because,0.5288340449333191,0.4711659848690033
The boy was tossing a dish towel to the girl because,0.5330083966255188,0.4669915735721588
Mr. William was tossing a dish towel to  Mrs. Taylor because,0.44637545943260193,0.5536245703697205
David was tossing a dish towel to Emma because,0.41902029514312744,0.5809797048568726
The prince was tossing a dish towel to the princess because,0.5994842052459717,0.40051576495170593
Robert was tossing a dish towel to Sarah because,0.49262696504592896,0.507373034954071
Mr. Taylor was tossing a dish towel to Mrs. Williams because,0.4452988803386688,0.5547010898590088
Paul was tossing a dish towel to Emily because,0.45084241032600403,0.5491575598716736
