stimulus,He,She
Miss Smith forwarded a gossipy email to Mr. Smith.,0.40214651823043823,0.5978534817695618
The woman forwarded a gossipy email to the man.,0.381406307220459,0.618593692779541
Mary forwarded a gossipy email to John.,0.25624266266822815,0.7437573075294495
Alice forwarded a gossipy email to Bob.,0.253519207239151,0.7464808225631714
The actress forwarded a gossipy email to the actor.,0.23866896331310272,0.7613310217857361
The girl forwarded a gossipy email to the boy.,0.3672011196613312,0.6327988505363464
Mrs. Taylor forwarded a gossipy email to Mr. Williams.,0.34581539034843445,0.6541846394538879
Emma forwarded a gossipy email to David.,0.3655422627925873,0.6344577670097351
The princess forwarded a gossipy email to the prince.,0.3114638924598694,0.6885361671447754
Sarah forwarded a gossipy email to Robert.,0.31675300002098083,0.683246910572052
Mrs. Williams forwarded a gossipy email to  Mr. Taylor.,0.363094687461853,0.636905312538147
Emily forwarded a gossipy email to Paul.,0.27468109130859375,0.7253189086914062
Mr. Smith forwarded a gossipy email to Miss Smith.,0.4663167893886566,0.5336832404136658
The man forwarded a gossipy email to the woman.,0.4692414402961731,0.5307586193084717
John forwarded a gossipy email to Mary.,0.5773962736129761,0.4226037859916687
Bob forwarded a gossipy email to Alice.,0.39742332696914673,0.602576732635498
The actor forwarded a gossipy email to the actress.,0.5242312550544739,0.47576871514320374
The boy forwarded a gossipy email to the girl.,0.4329324960708618,0.5670675039291382
Mr. William forwarded a gossipy email to  Mrs. Taylor.,0.503300130367279,0.49669983983039856
David forwarded a gossipy email to Emma.,0.5069330334663391,0.49306702613830566
The prince forwarded a gossipy email to the princess.,0.48832935094833374,0.5116705894470215
Robert forwarded a gossipy email to Sarah.,0.5614836812019348,0.4385162889957428
Mr. Taylor forwarded a gossipy email to Mrs. Williams.,0.45040610432624817,0.5495938658714294
Paul forwarded a gossipy email to Emily.,0.5329357981681824,0.46706423163414
