verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
chucking,0.6450853596131007,0.354914619276921,0.3606290817260742,0.6393709108233452
flinging,0.6269853711128235,0.3730146574477355,0.3914619026084741,0.6085381110509237
kicking,0.6535439342260361,0.34645606329043704,0.3811206979056199,0.6188793058196703
lobbing,0.49848078439633053,0.5015192106366158,0.30022134942313033,0.6997786288460096
rolling,0.6680464794238409,0.33195351126293343,0.47931643575429916,0.5206835518280665
throwing,0.613052579263846,0.38694740769763786,0.39464467763900757,0.6053553099433581
tossing,0.5596713349223137,0.4403286787370841,0.31577090298136073,0.6842290932933489
bringing,0.6989328364531199,0.3010671523710092,0.3414851787189643,0.6585148225227991
forwarding,0.6634745970368385,0.33652539923787117,0.3959227129817009,0.6040772795677185
mailing,0.8293244888385137,0.1706754881888628,0.5553934425115585,0.44460657114783925
shipping,0.766459991534551,0.2335400264710188,0.35742681100964546,0.6425731678803762
transmitting,0.797835056980451,0.20216492315133414,0.47684208552042645,0.5231579343477885
wiring,0.694977139433225,0.3050228680173556,0.43581682319442433,0.5641831631461779
carrying,0.8264324218034744,0.17356756205360094,0.447533305734396,0.5524666880567869
delivering,0.6976147318879763,0.30238525569438934,0.31894803792238235,0.681051954627037
giving,0.6749057720104853,0.3250942292312781,0.42988767350713414,0.5701123227675756
handing,0.6702152366439501,0.32978474721312523,0.3602993078529835,0.6397007058064142
passing,0.671968142191569,0.32803185780843097,0.47648314634958905,0.5235168660680453
serving,0.8310680389404297,0.1689319790651401,0.5929968655109406,0.40700312952200574
