verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
aggravated,0.3690269887447357,0.6309730311234792,0.6774466459949812,0.32255336083471775
amazed,0.34324807673692703,0.6567519083619118,0.5752526288852096,0.42474737390875816
amused,0.393629206965367,0.6063707924137512,0.6577434626718363,0.34225654136389494
annoyed,0.41102326785524684,0.5889767135183016,0.6473712055012584,0.3526288093999028
apologized,0.37133266280094784,0.6286673297484716,0.704704262316227,0.2952957482387622
bored,0.48129859442512196,0.5187014173716307,0.6124948747456074,0.3875051277379195
charmed,0.3789481036365032,0.6210518882920345,0.6262184455990791,0.37378156557679176
offended,0.38197141140699387,0.6180285885930061,0.6477836817502975,0.3522163201123476
confessed,0.5691147496302923,0.4308852416773637,0.6848082120219866,0.3151917938763897
deceived,0.41157732034722966,0.5884226920704047,0.5814970129479965,0.41850301312903565
disappointed,0.48447131117184955,0.5155286844819784,0.6651339953144392,0.334866008721292
exasperated,0.4074687734246254,0.5925312383721272,0.617570553595821,0.38242943678051233
fascinated,0.4233470136920611,0.5766529558847348,0.6389805918248991,0.3610194083303213
frightened,0.4365917593240738,0.563408230120937,0.5898754252120852,0.41012456578512985
humiliated,0.4012239451209704,0.5987760586043199,0.639510321120421,0.3604896714289983
infuriated,0.37695391351977986,0.6230460895846287,0.6042241941516598,0.3957758179555337
inspires,0.3582006556292375,0.6417993437498808,0.6467178440652788,0.35328214926024276
intimidates,0.4254811865588029,0.5745188016444445,0.6361717662463585,0.36382822195688885
scares,0.4131050407886505,0.5868949641784033,0.6375354362341265,0.3624645558496316
surprised,0.3729275291164716,0.6270724764714638,0.6259158166746298,0.3740841820836067
