verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
assisted,0.47526079788804054,0.5247392108043035,0.3320734029014905,0.6679266020655632
blames,0.5844241740802923,0.4155758060514927,0.5739666695396105,0.4260333509494861
comforted,0.36958862468600273,0.6304113740722338,0.23042676287392774,0.7695732365051905
congratulated,0.29448808419207734,0.7055118978023529,0.2561314341922601,0.7438685695330302
corrected,0.40335301992793876,0.5966469819347063,0.6287490601340929,0.3712509435911973
detests,0.48618690529838204,0.5138130877166986,0.7715905358393987,0.22840946136663356
fears,0.6845542887846628,0.3154457074900468,0.8602497229973475,0.1397502856949965
envies,0.7333396747708321,0.26666033392151195,0.7022211104631424,0.2977788836384813
hates,0.6419497057795525,0.35805031408866245,0.725050707658132,0.27494928892701864
helped,0.42155767728885013,0.5784423326452574,0.31425248955686885,0.685747521619002
mocked,0.5069470008214315,0.49305298924446106,0.5911380921800932,0.40886191713313264
noticed,0.7111766760547956,0.28882333387931186,0.7217053373654684,0.2782946697746714
pacified,0.38597503552834195,0.6140249868233999,0.37092460443576175,0.6290754203995069
praised,0.388782845189174,0.611217143634955,0.42410431802272797,0.5758956670761108
reproached,0.3738192884872357,0.6261806984742483,0.2767389404277007,0.7232610583305359
scolded,0.42083788352708024,0.5791621084014574,0.33728789165616035,0.6627121021350225
stared,0.5803245380520821,0.41967545201381046,0.49214279279112816,0.5078572084506353
thanked,0.26200641815861064,0.7379935930172602,0.394879541049401,0.6051204775770506
trusts,0.44530370831489563,0.5546962966521581,0.4734909695883592,0.5265090403457483
values,0.5719341586033503,0.42806583891312283,0.6778127824266752,0.3221872054661314
