verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
chucked,0.6789313554763794,0.3210686569412549,0.4620079733431339,0.537992017964522
flung,0.5763088688254356,0.4236911212404569,0.3723079127569993,0.6276920884847641
kicked,0.5588973412911097,0.44110266367594403,0.34107648270825547,0.6589235241214434
lobbed,0.4574616973598798,0.5425383051236471,0.28645068034529686,0.713549313445886
rolled,0.6570998492340246,0.3429001498346527,0.45992431168754894,0.5400756970047951
threw,0.5940175789097945,0.40598241798579693,0.4207206107676029,0.57927938302358
tossed,0.5262418438990911,0.47375814865032834,0.29768884368240833,0.7023111482461294
brought,0.6761716057856878,0.32382840601106483,0.3875441960990429,0.6124558076262474
forwarded,0.667913647989432,0.33208633462587994,0.4247891443471114,0.5752108494440714
mailed,0.7592348605394363,0.24076513635615507,0.524871344367663,0.4751286469399929
shipped,0.7494221478700638,0.25057786020139855,0.2774624402324359,0.7225375572840372
transmitted,0.7598751187324524,0.24012490113576254,0.45577213043967885,0.5442278906702995
wired,0.5526005203525225,0.4473994771639506,0.3807392989595731,0.6192606960733732
carried,0.779901996254921,0.22009801119565964,0.41244736686348915,0.5875526244441668
delivered,0.6060781727234522,0.3939218334853649,0.3080470661322276,0.6919529164830843
gave,0.6800025155146917,0.3199974888314803,0.4801619425415993,0.5198380500078201
handed,0.6323908269405365,0.3676091854770978,0.3501446122924487,0.649855392674605
passed,0.6271865566571554,0.3728134520351887,0.46651046847303707,0.5334895228346189
served,0.8311869700749716,0.16881303923825422,0.6425027673443159,0.3574972425897916
