verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
aggravated,0.7295753310124079,0.2704246627787749,0.46004999553163844,0.539950005710125
amazed,0.6888815015554428,0.3111184909939766,0.7607318088412285,0.23926818002170572
amused,0.6834157109260559,0.316584300249815,0.6187861661116282,0.38121384461798397
annoyed,0.701043908794721,0.29895609120527905,0.5632718826333681,0.43672811166228104
apologized,0.5863745615351945,0.413625436834991,0.5123622566461563,0.4876377593415479
bored,0.5634095159960756,0.4365904809286197,0.36175551638007164,0.6382444824363726
charmed,0.638449564576149,0.3615504379073779,0.6160313561558723,0.3839686526916921
offended,0.6465788086255392,0.3534211913744609,0.5561324643592039,0.4438675487181172
confessed,0.9304732779661814,0.06952672793219487,0.7732510765393575,0.22674890811322257
deceived,0.7428329487641653,0.25716703323026496,0.508164199690024,0.4918357941011588
disappointed,0.6656024754047394,0.33439752211173374,0.5624571815133095,0.4375428171091092
exasperated,0.6400074263413748,0.35999258359273273,0.5464220580955347,0.45357794683271396
fascinated,0.7056538760662079,0.29434612145026523,0.5838628038764,0.41613719740416855
frightened,0.6538640409708023,0.3461359615127246,0.568237841129303,0.4317621535932024
humiliated,0.6219782034556071,0.37802180275321007,0.4701475544522206,0.5298524413180227
infuriated,0.6133730610211691,0.3866269265611966,0.48258560088773567,0.5174144173506647
inspires,0.6925105005502701,0.30748951186736423,0.548121931652228,0.45187804390055436
intimidates,0.6653502335151037,0.33464976648489636,0.6445722306768099,0.35542776284273714
scares,0.6448959559202194,0.3551040490468343,0.5661038073400656,0.43389618656753254
surprised,0.7568263659874598,0.2431736240784327,0.8071354925632477,0.1928644956011946
