stimulus,he,she
"Miss Smith was mailing a letter to Mr. Smith and, as a result,",0.10766604542732239,0.8923339247703552
"The woman was mailing a letter to the man and, as a result,",0.4724508225917816,0.5275492668151855
"Mary was mailing a letter to John and, as a result,",0.3009086549282074,0.6990913152694702
"Alice was mailing a letter to Bob and, as a result,",0.2731250822544098,0.7268749475479126
"The actress was mailing a letter to the actor and, as a result,",0.19024579226970673,0.8097541928291321
"The girl was mailing a letter to the boy and, as a result,",0.4603772759437561,0.5396227240562439
"Mrs. Taylor was mailing a letter to Mr. Williams and, as a result,",0.27480387687683105,0.7251961827278137
"Emma was mailing a letter to David and, as a result,",0.12556517124176025,0.8744348287582397
"The princess was mailing a letter to the prince and, as a result,",0.4221816956996918,0.5778183341026306
"Sarah was mailing a letter to Robert and, as a result,",0.2898545563220978,0.7101454734802246
"Mrs. Williams was mailing a letter to Mr. Taylor and, as a result,",0.2573150098323822,0.7426849603652954
"Emily was mailing a letter to Paul and, as a result,",0.143840029835701,0.8561599254608154
"Mr. Smith was mailing a letter to Miss Smith and, as a result,",0.26595157384872437,0.7340483665466309
"The man was mailing a letter to the woman and, as a result,",0.49929022789001465,0.5007097721099854
"John was mailing a letter to Mary and, as a result,",0.4903835952281952,0.5096163749694824
"Bob was mailing a letter to Alice and, as a result,",0.6597839593887329,0.3402160406112671
"The actor was mailing a letter to the actress and, as a result,",0.49697786569595337,0.5030221939086914
"The boy was mailing a letter to the girl and, as a result,",0.5945652723312378,0.4054346978664398
"Mr. William was mailing a letter to  Mrs. Taylor and, as a result,",0.3665565252304077,0.6334434747695923
"David was mailing a letter to Emma and, as a result,",0.4267694652080536,0.573230504989624
"The prince was mailing a letter to the princess and, as a result,",0.5116996765136719,0.48830029368400574
"Robert was mailing a letter to Sarah and, as a result,",0.5537263751029968,0.44627365469932556
"Mr. Taylor was mailing a letter to Mrs. Williams and, as a result,",0.2562621831893921,0.7437377572059631
"Paul was mailing a letter to Emily and, as a result,",0.6207255721092224,0.3792744278907776
