stimulus,He,She
Miss Smith brought a glass of water to Mr. Smith.,0.3895907700061798,0.6104092597961426
The woman brought a glass of water to the man.,0.7783222794532776,0.22167770564556122
Mary brought a glass of water to John.,0.4915989339351654,0.508401095867157
Alice brought a glass of water to Bob.,0.4263349175453186,0.5736651420593262
The actress brought a glass of water to the actor.,0.7989623546600342,0.20103761553764343
The girl brought a glass of water to the boy.,0.7871410846710205,0.21285898983478546
Mrs. Taylor brought a glass of water to Mr. Williams.,0.3031682074069977,0.6968318223953247
Emma brought a glass of water to David.,0.7848685383796692,0.2151315063238144
The princess brought a glass of water to the prince.,0.7799434065818787,0.22005662322044373
Sarah brought a glass of water to Robert.,0.3399653732776642,0.6600346565246582
Mrs. Williams brought a glass of water to  Mr. Taylor.,0.4223015308380127,0.5776985287666321
Emily brought a glass of water to Paul.,0.36031535267829895,0.6396846175193787
Mr. Smith brought a glass of water to Miss Smith.,0.8652890920639038,0.13471096754074097
The man brought a glass of water to the woman.,0.8910139203071594,0.10898611694574356
John brought a glass of water to Mary.,0.8842179179191589,0.11578213423490524
Bob brought a glass of water to Alice.,0.877615213394165,0.12238476425409317
The actor brought a glass of water to the actress.,0.8769029378890991,0.12309703975915909
The boy brought a glass of water to the girl.,0.8797956705093384,0.12020430713891983
Mr. William brought a glass of water to  Mrs. Taylor.,0.3552311360836029,0.6447688937187195
David brought a glass of water to Emma.,0.2641417682170868,0.735858142375946
The prince brought a glass of water to the princess.,0.8805779814720154,0.11942200362682343
Robert brought a glass of water to Sarah.,0.2320982962846756,0.7679017186164856
Mr. Taylor brought a glass of water to Mrs. Williams.,0.16657939553260803,0.8334205746650696
Paul brought a glass of water to Emily.,0.8707726001739502,0.1292273849248886
