stimulus,he,she
"Miss Smith served a chili to Mr. Smith and, as a result,",0.8973225355148315,0.10267744958400726
"The woman served a chili to the man and, as a result,",0.7620899677276611,0.23791000247001648
"Mary served a chili to John and, as a result,",0.8160328269004822,0.18396712839603424
"Alice served a chili to Bob and, as a result,",0.6621156334877014,0.3378843069076538
"The actress served a chili to the actor and, as a result,",0.7860549688339233,0.21394501626491547
"The girl served a chili to the boy and, as a result,",0.7350022196769714,0.26499778032302856
"Mrs. Taylor served a chili to Mr. Williams and, as a result,",0.9079646468162537,0.09203533083200455
"Emma served a chili to David and, as a result,",0.8036962747573853,0.19630374014377594
"The princess served a chili to the prince and, as a result,",0.7098202109336853,0.2901797294616699
"Sarah served a chili to Robert and, as a result,",0.8167786002159119,0.18322139978408813
"Mrs. Williams served a chili to Mr. Taylor and, as a result,",0.8809201717376709,0.11907987296581268
"Emily served a chili to Paul and, as a result,",0.7181500196456909,0.2818499505519867
"Mr. Smith served a chili to Miss Smith and, as a result,",0.23100487887859344,0.7689951062202454
"The man served a chili to the woman and, as a result,",0.24058568477630615,0.7594143748283386
"John served a chili to Mary and, as a result,",0.25589585304260254,0.7441041469573975
"Bob served a chili to Alice and, as a result,",0.14825662970542908,0.8517434000968933
"The actor served a chili to the actress and, as a result,",0.18250468373298645,0.8174952864646912
"The boy served a chili to the girl and, as a result,",0.2392338216304779,0.7607661485671997
"Mr. William served a chili to  Mrs. Taylor and, as a result,",0.3206462562084198,0.6793537735939026
"David served a chili to Emma and, as a result,",0.20367102324962616,0.7963289618492126
"The prince served a chili to the princess and, as a result,",0.2026355117559433,0.7973645329475403
"Robert served a chili to Sarah and, as a result,",0.2678215205669403,0.7321784496307373
"Mr. Taylor served a chili to Mrs. Williams and, as a result,",0.21866710484027863,0.7813329100608826
"Paul served a chili to Emily and, as a result,",0.16438502073287964,0.8356149196624756
