stimulus,He,She
Miss Smith was forwarding a gossipy email to Mr. Smith.,0.2506943345069885,0.7493056654930115
The woman was forwarding a gossipy email to the man.,0.7776544094085693,0.22234557569026947
Mary was forwarding a gossipy email to John.,0.6784255504608154,0.3215743899345398
Alice was forwarding a gossipy email to Bob.,0.37143704295158386,0.6285629272460938
The actress was forwarding a gossipy email to the actor.,0.7924913167953491,0.2075086086988449
The girl was forwarding a gossipy email to the boy.,0.781493604183197,0.2185063511133194
Mrs. Taylor was forwarding a gossipy email to Mr. Williams.,0.16779249906539917,0.832207441329956
Emma was forwarding a gossipy email to David.,0.759580135345459,0.24041981995105743
The princess was forwarding a gossipy email to the prince.,0.7739555239677429,0.2260444611310959
Sarah was forwarding a gossipy email to Robert.,0.26199087500572205,0.7380090951919556
Mrs. Williams was forwarding a gossipy email to  Mr. Taylor.,0.28372710943222046,0.7162728309631348
Emily was forwarding a gossipy email to Paul.,0.2813725769519806,0.718627393245697
Mr. Smith was forwarding a gossipy email to Miss Smith.,0.8623998165130615,0.13760021328926086
The man was forwarding a gossipy email to the woman.,0.888600766658783,0.11139926314353943
John was forwarding a gossipy email to Mary.,0.8795666098594666,0.12043336033821106
Bob was forwarding a gossipy email to Alice.,0.6919490098953247,0.3080509603023529
The actor was forwarding a gossipy email to the actress.,0.8752155303955078,0.12478449940681458
The boy was forwarding a gossipy email to the girl.,0.8742702603340149,0.1257297843694687
Mr. William was forwarding a gossipy email to  Mrs. Taylor.,0.31808987259864807,0.6819100379943848
David was forwarding a gossipy email to Emma.,0.12153036147356033,0.878469705581665
The prince was forwarding a gossipy email to the princess.,0.8793096542358398,0.12069037556648254
Robert was forwarding a gossipy email to Sarah.,0.29485848546028137,0.7051414847373962
Mr. Taylor was forwarding a gossipy email to Mrs. Williams.,0.125254288315773,0.8747456669807434
Paul was forwarding a gossipy email to Emily.,0.8525826334953308,0.14741741120815277
