verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
aggravated,0.3940662071108818,0.6059337854385376,0.4515446349978447,0.5484553687274456
amazed,0.42680920536319417,0.573190783460935,0.31049434281885624,0.6895056714614233
amused,0.46966592719157535,0.5303340901931127,0.38195204734802246,0.6180479377508163
annoyed,0.5688085481524467,0.43119146302342415,0.3749074588219325,0.6250925449033579
apologized,0.490255506709218,0.5097444951534271,0.44985558837652206,0.5501444190740585
bored,0.5411834654708704,0.4588165320456028,0.40458327904343605,0.5954167271653811
charmed,0.5267308081189791,0.47326918691396713,0.34818514809012413,0.6518148531516393
offended,0.5541594363749027,0.44584057728449505,0.4097462532420953,0.5902537405490875
confessed,0.5373641575376192,0.4626358399788539,0.4130445582171281,0.5869554380575815
deceived,0.48724378272891045,0.5127562209963799,0.2633318689962228,0.7366681198279063
disappointed,0.4516985776523749,0.5483014173805714,0.4786635587612788,0.5213364362716675
exasperated,0.5092834159731865,0.490716593960921,0.3190406250456969,0.6809593786795934
fascinated,0.6395009110371271,0.3604990827540557,0.5336682001749674,0.46633180727561313
frightened,0.4651749941209952,0.5348250071207682,0.3965546637773514,0.6034453300138315
humiliated,0.44871487095952034,0.5512851277987162,0.44103194400668144,0.5589680783450603
infuriated,0.5185367862383524,0.4814632087945938,0.29217613240083057,0.7078238700826963
inspires,0.3943082895129919,0.605691708624363,0.1981733183686932,0.8018266831835111
intimidates,0.5586305732528368,0.4413694217801094,0.18930928874760866,0.8106907109419504
scares,0.4486893452703953,0.5513106609384218,0.311334112038215,0.6886658718188604
surprised,0.4898260086774826,0.5101739776631197,0.37878447646896046,0.6212155123551687
