verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
assisted,0.725486733019352,0.2745132725685835,0.27585807877282303,0.724141925573349
blames,0.5894304141402245,0.41056957220037776,0.30659667899211246,0.6934033334255219
comforted,0.4729318271080653,0.527068185309569,0.3421337530016899,0.6578662519653639
corrected,0.6530923955142498,0.34690762621661025,0.40002065400282544,0.5999793633818626
detests,0.6263448682924112,0.3736551435043414,0.30456779276331264,0.6954322010278702
fears,0.623349666595459,0.3766503483057022,0.3986070640385151,0.6013929297526678
envies,0.5606521343191465,0.43934785823027295,0.3821541741490364,0.6178458208839098
hates,0.5079671442508698,0.49203285326560336,0.2846088806788127,0.7153911342223486
helped,0.710001269976298,0.28999872133135796,0.28297041294475395,0.7170295715332031
mocked,0.5349196717143059,0.4650803270439307,0.4022217132151127,0.5977782979607582
noticed,0.5544336587190628,0.4455663338303566,0.3128055352717638,0.6871944665908813
pacified,0.5216672991712888,0.478332694619894,0.37477243940035504,0.6252275804678599
praised,0.5522826562325159,0.4477173487345378,0.27493092355628806,0.7250690857569376
reproached,0.49467776467402774,0.5053222328424454,0.2751256823539734,0.7248743126789728
scolded,0.5225296840071678,0.4774703284104665,0.2998393401503563,0.7001606623331705
stared,0.5450901364286741,0.4549098573625088,0.3613748711844285,0.6386251101891199
thanked,0.5753583461046219,0.4246416538953781,0.31126944720745087,0.6887305527925491
trusts,0.5794724101821581,0.4205275761584441,0.4621074323852857,0.5378925849994024
values,0.6141812428832054,0.38581875960032147,0.35093142464756966,0.6490685741106669
