verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
aggravated,0.49146287391583127,0.5085371223588785,0.5431540807088217,0.45684592549999553
amazed,0.4447993089755376,0.5552006953706344,0.4540178840979934,0.5459821224212646
amused,0.4884753090639909,0.5115246952821811,0.5156855567668875,0.4843144516150157
annoyed,0.5287081102530161,0.47129188912610215,0.5022209975868464,0.4977789868911107
apologized,0.4737713721891244,0.5262286265691122,0.6218100016315778,0.3781899946431319
bored,0.4954175315797329,0.5045824547608694,0.5011821410929164,0.4988178325196107
charmed,0.47317753980557126,0.5268224732329448,0.4952390951414903,0.5047609160343806
offended,0.5049202578763167,0.49507972442855436,0.4989903410896659,0.5010096430778503
confessed,0.603151568522056,0.39684843240926665,0.5385636004308859,0.4614364132285118
deceived,0.5107986479997635,0.4892013594508171,0.46731132610390586,0.5326886661350727
disappointed,0.491102397441864,0.5088975867256522,0.567164147272706,0.43283584838112193
exasperated,0.5213124317427477,0.47868755273520947,0.49285083388288814,0.5071491561830044
fascinated,0.5448687511185805,0.45513123366981745,0.4951058517520626,0.5048941498001417
frightened,0.5279128725330035,0.4720871429890394,0.4888720973394811,0.5111279090245565
humiliated,0.49505556374788284,0.5049444437026978,0.5304798741514484,0.46952012926340103
infuriated,0.497619158277909,0.5023808584858974,0.46979197875286144,0.5302080375452837
inspires,0.47127782056729,0.5287221564600865,0.45345818158239126,0.5465418087939421
intimidates,0.5181643106043339,0.4818356856703758,0.5037613335686425,0.49623867124319077
scares,0.5026761367917061,0.4973238781094551,0.5043190669578811,0.49568095182379085
surprised,0.46864956865708035,0.5313504002988338,0.5328449569642544,0.46715504427750904
