verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
chucking,0.6668947637081146,0.33310521580278873,0.39097324137886363,0.6090267598628998
flinging,0.6517020364602407,0.3482979914794366,0.41422266761461896,0.5857773497700691
kicking,0.6748370379209518,0.3251629589746396,0.3923576759795348,0.6076423327128092
lobbing,0.5322786793112755,0.46772131820519763,0.32157113030552864,0.678428848584493
rolling,0.6702216006815434,0.3297783837964137,0.4729662910103798,0.5270336990555128
throwing,0.616942989329497,0.38305699949463207,0.4146563435594241,0.5853436465064684
tossing,0.5922625040014585,0.407737501586477,0.33388304089506465,0.666116955379645
bringing,0.7249951213598251,0.2750048724313577,0.36797739813725155,0.6320226068298022
forwarding,0.6734144960840543,0.32658549677580595,0.40402593091130257,0.595974067846934
mailing,0.8153363366921743,0.18466364809622368,0.5412720081706842,0.45872800921400386
shipping,0.7637493759393692,0.2362506603822112,0.37380074958006543,0.6261992280681928
transmitting,0.7942257970571518,0.2057741933191816,0.4762515376011531,0.5237484723329544
wiring,0.6990978370110194,0.3009021769588192,0.43597837040821713,0.5640216122070948
carrying,0.834444652001063,0.16555533030380806,0.46509698281685513,0.5349030097325643
delivering,0.7023015295465788,0.2976984561731418,0.3380189600090186,0.6619810288151106
giving,0.6933339834213257,0.3066660289963086,0.44042279819647473,0.5595771943529447
handing,0.6862936690449715,0.31370632102092105,0.3674387149512768,0.6325613111257553
passing,0.6698458393414816,0.3301541581749916,0.4716348002354304,0.5283652171492577
serving,0.8355607092380524,0.1644393103197217,0.5964905122915903,0.4035094790160656
