verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
assisted,0.4580395631492138,0.5419604455431303,0.3349600285291672,0.6650399739543597
blames,0.5727471125622591,0.4272528688112895,0.5826224461197853,0.4173775694022576
comforted,0.3903010276456674,0.6096989760796229,0.2698146378000577,0.7301853597164154
congratulated,0.3038571992268165,0.696142795185248,0.2774883694946766,0.7225116342306137
corrected,0.37790667948623496,0.6220933248599371,0.6516261075933775,0.3483738961319129
detests,0.4792371365862588,0.5207628610854348,0.7539984037478765,0.24600159594168267
fears,0.6538682182629904,0.3461317755281925,0.8093974068760872,0.19060260616242886
envies,0.6931605264544487,0.3068394809961319,0.6996191516518593,0.30038084493329126
hates,0.6144573166966438,0.38554269820451736,0.7084933097163836,0.2915066843852401
helped,0.4250076214472453,0.5749923810362816,0.3226608820259571,0.6773391341169676
mocked,0.4833253026008606,0.5166746775309244,0.5848205288251241,0.41517948048810166
noticed,0.6815380081534386,0.3184620024015506,0.6827726314465205,0.31722736700127524
pacified,0.38080519437789917,0.6191948180397352,0.3965613767504692,0.603438618282477
praised,0.40319133674105007,0.5968086570501328,0.45222433656454086,0.5477756609519323
reproached,0.3740541779746612,0.6259458015362421,0.28894316777586937,0.7110568384329478
scolded,0.41224064119160175,0.587759348253409,0.34281181295712787,0.6571881870428721
stared,0.5744020914038023,0.425597903629144,0.5275426444907984,0.4724573666850726
thanked,0.2775193763275941,0.7224806298812231,0.40960724527637166,0.5903927733500799
trusts,0.44520287464062375,0.5547971154252688,0.4836508482694626,0.5163491604228815
values,0.5290942192077637,0.47090577334165573,0.6991240183512369,0.3008759844427307
