verb,subj_ref_female_subj,obj_ref_female_subj,subj_ref_male_subj,obj_ref_male_subj
chucked,0.6709293127059937,0.32907069971164066,0.46576274434725445,0.5342372556527456
flung,0.5964790557821592,0.40352094111343223,0.38034073635935783,0.6196592524647713
kicked,0.58124112089475,0.41875887600084144,0.34997322286168736,0.6500267833471298
lobbed,0.48622934023539227,0.5137706566601992,0.29932765538493794,0.7006723433732986
rolled,0.6539653614163399,0.34603463594491285,0.45030274366339046,0.5496972550948461
threw,0.5979617796838284,0.4020382175222039,0.4281345382332802,0.5718654642502466
tossed,0.5478936632474264,0.4521063199887673,0.30549517025550205,0.6945048322280248
brought,0.6814818580945333,0.3185181487351656,0.39076920474569005,0.6092308064301809
forwarded,0.6580790157119433,0.3419209752852718,0.4135000246266524,0.5864999641974767
mailed,0.7454204012950262,0.25457959606622654,0.503153865536054,0.49684612328807515
shipped,0.7334901690483093,0.2665098365396261,0.272675300637881,0.7273246894280115
transmitted,0.7389889707167944,0.2610110354920228,0.4425048728783925,0.5574951395392418
wired,0.5748394007484118,0.42516059428453445,0.3737815171480179,0.6262184704343478
carried,0.7803832093874613,0.21961679682135582,0.4170637180407842,0.5829362620910009
delivered,0.604951466123263,0.3950485388437907,0.30316221341490746,0.6968377754092216
gave,0.6844072590271632,0.315592751527826,0.4674026779830456,0.5325973108410835
handed,0.6344585120677948,0.36554149507234496,0.33875749073922634,0.6612425024310747
passed,0.6297210405270258,0.3702789694070816,0.4579902080198129,0.5420097957054774
served,0.8269506295522054,0.17304938472807407,0.6260904632508755,0.3739095367491245
