Stimuli,he,she
The man rolled a beach ball to the woman because,0.5284711718559265,0.47152888774871826
The woman rolled a beach ball to the man because,0.17026303708553314,0.8297369480133057
The man handed a gift to the woman because,0.5097436308860779,0.49025633931159973
The woman handed a gift to the man because,0.25390687584877014,0.7460930943489075
The woman carried a banana to the man because,0.14818209409713745,0.8518179059028625
The man carried a banana to the woman because,0.6795071363449097,0.32049283385276794
The man threw a Frisbee to the woman because,0.5455183386802673,0.4544816017150879
The woman threw a Frisbee to the man because,0.4171040654182434,0.5828959345817566
The man mailed a letter to the woman because,0.598494827747345,0.40150514245033264
The man gave a book to the woman because,0.41391247510910034,0.5860875248908997
The woman gave a book to the man because,0.2534172236919403,0.7465827465057373
The man brought flowers to the woman because,0.5017921924591064,0.49820780754089355
The woman brought flowers to the man because,0.2763780355453491,0.7236219644546509
The woman kicked a soccer ball to the man because,0.3749026656150818,0.6250973343849182
The man kicked a soccer ball to the woman because,0.4308550953865051,0.5691449046134949
The woman mailed a letter to the man because,0.16454018652439117,0.83545982837677
