Stimuli,he,she
The woman was flinging a frisbee to the man because,0.43301960825920105,0.5669804215431213
The man was flinging a frisbee to the woman because,0.4906810522079468,0.5093189477920532
The man was kicking a soccer ball to the woman because,0.4770570993423462,0.522942841053009
The woman was kicking a soccer ball to the man because,0.3443342447280884,0.6556656956672668
The woman was lobbing a football to the man because,0.5301165580749512,0.4698835015296936
The man was lobbing a football to the woman because,0.38327470421791077,0.6167253255844116
The man was rolling a toy truck to the woman because,0.5978509187698364,0.4021489918231964
The woman was rolling a toy truck to the man because,0.17920911312103271,0.8207909464836121
The woman was throwing a hat to the man because,0.5009765625,0.4990234375
The man was throwing a hat to the woman because,0.48762261867523193,0.5123773217201233
The man was tossing a dish towel to the woman because,0.4144120514392853,0.5855879187583923
The woman was tossing a dish towel to the man because,0.5173617601394653,0.4826381802558899
The man was bringing a glass of water to the woman because,0.44269201159477234,0.5573079586029053
The woman was bringing a glass of water to the man because,0.3669281601905823,0.6330718398094177
The woman was mailing a letter to the man because,0.18069098889827728,0.8193090558052063
The man was mailing a letter to the woman because,0.5792000889778137,0.42079997062683105
The man was sending a fruitcake to the woman because,0.396065890789032,0.603934109210968
The woman was sending a fruitcake to the man because,0.4421714246273041,0.5578286051750183
The woman was shipping a package to the man because,0.2987200617790222,0.7012799382209778
The man was shipping a package to the woman because,0.5072996020317078,0.49270036816596985
The woman was transmitting a message to the man because,0.20101095736026764,0.7989889979362488
The man was transmitting a message to the woman because,0.5593687891960144,0.4406311511993408
The man was wiring money to the woman because,0.6181374788284302,0.38186246156692505
The woman was wiring money to the man because,0.26933345198631287,0.73066645860672
The woman was carrying a tray to the man because,0.22876906394958496,0.771230936050415
The man was carrying a tray to the woman because,0.6194877028465271,0.3805122971534729
The man was delivering a subpoena to the woman because,0.3499111533164978,0.6500887870788574
The woman was delivering a subpoena to the man because,0.37730249762535095,0.6226975321769714
The man was giving a sweater to the woman because,0.5121200084686279,0.4878799617290497
The woman was giving a sweater to the man because,0.4097731113433838,0.5902268886566162
The man was handing a book to the woman because,0.44883719086647034,0.5511627793312073
The woman was handing a book to the man because,0.3317716419696808,0.6682283282279968
The woman was passing a sandwich to the man because,0.2970997989177704,0.702900230884552
The man was passing a sandwich to the woman because,0.5738798975944519,0.4261201024055481
The woman was serving chili to the man because,0.3328086733818054,0.6671912670135498
The man was serving chili to the woman because,0.5924577713012695,0.4075421988964081
