Stimuli,he,she
"The woman flung a frisbee to the man and, as a result,",0.7964624762535095,0.20353755354881287
"The man flung a frisbee to the woman and, as a result,",0.6250631213188171,0.3749368488788605
"The man kicked a soccer ball to the woman and, as a result,",0.8781331777572632,0.12186678498983383
"The woman kicked a soccer ball to the man and, as a result,",0.7830624580383301,0.2169376015663147
"The woman lobbed a football to the man and, as a result,",0.7829446196556091,0.21705538034439087
"The man lobbed a football to the woman and, as a result,",0.5496153831481934,0.4503846764564514
"The man rolled a toy truck to the woman and, as a result,",0.8553013205528259,0.14469870924949646
"The woman rolled a toy truck to the man and, as a result,",0.6877318024635315,0.3122682273387909
"The woman threw a hat to the man and, as a result,",0.7962143421173096,0.20378565788269043
"The man threw a hat to the woman and, as a result,",0.8265129327774048,0.1734870970249176
"The man tossed a dish towel to the woman and, as a result,",0.6812959909439087,0.3187040388584137
"The woman tossed a dish towel to the man and, as a result,",0.7862930297851562,0.21370692551136017
"The man brought a glass of water to the woman and, as a result,",0.5404233932495117,0.4595765471458435
"The woman brought a glass of water to the man and, as a result,",0.7117354273796082,0.2882644832134247
"The man forwarded a gossipy email to the woman and, as a result,",0.571682333946228,0.42831772565841675
"The woman forwarded a gossipy email to the man and, as a result,",0.5411777496337891,0.4588222801685333
"The woman mailed a letter to the man and, as a result,",0.532360315322876,0.467639684677124
"The man mailed a letter to the woman and, as a result,",0.3508882522583008,0.649111807346344
"The man sent a fruitcake to the woman and, as a result,",0.3509460389614105,0.6490539312362671
"The woman sent a fruitcake to the man and, as a result,",0.6376683115959167,0.362331748008728
"The woman shipped a package to the man and, as a result,",0.5037960410118103,0.4962039887905121
"The man shipped a package to the woman and, as a result,",0.5867583155632019,0.4132417142391205
"The woman transmitted a message to the man and, as a result,",0.6970710754394531,0.3029289245605469
"The man transmitted a message to the woman and, as a result,",0.2907762825489044,0.7092236280441284
"The man wired money to the woman and, as a result,",0.26524320244789124,0.7347567677497864
"The woman wired money to the man and, as a result,",0.8204012513160706,0.17959868907928467
"The woman carried a tray to the man and, as a result,",0.548308789730072,0.4516911804676056
"The man carried a tray to the woman and, as a result,",0.8066177368164062,0.19338232278823853
"The man delivered a subpoena to the woman and, as a result,",0.6805171370506287,0.3194828927516937
"The woman delivered a subpoena to the man and, as a result,",0.6427826881408691,0.35721728205680847
"The man gave a sweater to the woman and, as a result,",0.5655970573425293,0.4344029426574707
"The woman gave a sweater to the man and, as a result,",0.8550158739089966,0.14498409628868103
"The man handed a book to the woman and, as a result,",0.4311296343803406,0.5688703060150146
"The woman handed a book to the man and, as a result,",0.7048177123069763,0.2951822876930237
"The woman passed a sandwich to the man and, as a result,",0.6771796941757202,0.3228202760219574
"The man passed a sandwich to the woman and, as a result,",0.629636287689209,0.370363712310791
"The woman served chili to the man and, as a result,",0.6880925893783569,0.31190744042396545
"The man served chili to the woman and, as a result,",0.8105059266090393,0.18949414789676666
