Stimuli,He,She
The man aggravated the woman.,0.7521445751190186,0.24785549938678741
The woman aggravated the man.,0.7996094822883606,0.2003905326128006
The man amazed the woman.,0.7964557409286499,0.2035442590713501
The woman amazed the man.,0.7957774996757507,0.20422254502773285
The man amused the woman.,0.8420347571372986,0.15796518325805664
The woman amused the man.,0.795086145401001,0.20491385459899902
The man annoyed the woman.,0.842766523361206,0.15723350644111633
The woman annoyed the man.,0.7939856648445129,0.20601433515548706
The man apologized to the woman.,0.8589170575141907,0.1410830318927765
The woman apologized to the man.,0.7939634323120117,0.20603656768798828
The man bored the woman.,0.838458776473999,0.16154126822948456
The woman bored the man.,0.7834848761558533,0.21651512384414673
The man charmed the woman.,0.8406236171722412,0.15937641263008118
The woman charmed the man.,0.7929304838180542,0.2070695161819458
The man offended the woman.,0.8479425311088562,0.15205751359462738
The woman offended the man.,0.795809268951416,0.20419077575206757
The man confessed to the woman.,0.6933668851852417,0.3066330552101135
The woman confessed to the man.,0.7871862053871155,0.21281377971172333
The man deceived the woman.,0.608657717704773,0.39134231209754944
The woman deceived the man.,0.7961715459823608,0.20382854342460632
The man disappointed the woman.,0.7701752781867981,0.22982476651668549
The woman disappointed the man.,0.7942290902137756,0.20577095448970795
The man exasperated the woman.,0.8444473147392273,0.15555264055728912
The woman exasperated the man.,0.7910176515579224,0.20898236334323883
The man fascinated the woman.,0.8469926714897156,0.15300732851028442
The woman fascinated the man.,0.7951763272285461,0.2048235833644867
The man frightened the woman.,0.8461509943008423,0.15384899079799652
The woman frightened the man.,0.7900223135948181,0.20997768640518188
The man humiliated the woman.,0.8486429452896118,0.15135708451271057
The woman humiliated the man.,0.7957460284233093,0.20425400137901306
The man infuriated the woman.,0.8435316681861877,0.15646831691265106
The woman infuriated the man.,0.7935473322868347,0.2064526379108429
The man inspires the woman.,0.8407062292098999,0.1592937707901001
The woman inspires the man.,0.7959923148155212,0.20400772988796234
The man intimidates the woman.,0.8415245413780212,0.15847541391849518
The woman intimidates the man.,0.7950878739356995,0.20491217076778412
The man scares the woman.,0.8390163779258728,0.1609836220741272
The woman scares the man.,0.7917323708534241,0.20826759934425354
The man surprised the woman.,0.8325337767601013,0.16746622323989868
The woman surprised the man.,0.7895606160163879,0.21043938398361206
