Stimuli,he,she
"The man flew to the woman and, as a result,",0.8129913210868835,0.18700869381427765
"The woman flew to the man and, as a result,",0.5675029158592224,0.4324970841407776
"The man walked to the woman and, as a result,",0.5606050491333008,0.43939492106437683
"The woman walked to the man and, as a result,",0.6436008214950562,0.35639920830726624
"The man ran to the woman and, as a result,",0.4405973553657532,0.5594026446342468
"The woman ran to the man and, as a result,",0.8335233330726624,0.16647668182849884
"The man swam to the woman and, as a result,",0.7536280155181885,0.2463720142841339
"The woman swam to the man and, as a result,",0.5264882445335388,0.4735116958618164
"The man drove to the woman and, as a result,",0.679381251335144,0.32061871886253357
"The woman drove to the man and, as a result,",0.5982019305229187,0.4017980396747589
"The man jogged to the woman and, as a result,",0.7979620695114136,0.20203790068626404
"The woman jogged to the man and, as a result,",0.7266143560409546,0.2733856439590454
