Stimuli,he,she
"The man aggravated the woman and, as a result,",0.728163480758667,0.2718364894390106
"The woman aggravated the man and, as a result,",0.7628594636917114,0.23714052140712738
"The man amazed the woman and, as a result,",0.5085562467575073,0.4914437532424927
"The woman amazed the man and, as a result,",0.8657666444778442,0.13423335552215576
"The man amused the woman and, as a result,",0.7075367569923401,0.2924632728099823
"The woman amused the man and, as a result,",0.7892270684242249,0.21077294647693634
"The man annoyed the woman and, as a result,",0.7980847358703613,0.20191526412963867
"The woman annoyed the man and, as a result,",0.6108529567718506,0.38914698362350464
"The man apologized to the woman and, as a result,",0.6516238451004028,0.34837618470191956
"The woman apologized to the man and, as a result,",0.7284214496612549,0.27157849073410034
"The man bored the woman and, as a result,",0.7022372484207153,0.29776278138160706
"The woman bored the man and, as a result,",0.7310767769813538,0.26892325282096863
"The man charmed the woman and, as a result,",0.5402737259864807,0.4597262740135193
"The woman charmed the man and, as a result,",0.6953304409980774,0.30466964840888977
"The man offended the woman and, as a result,",0.8407958745956421,0.1592041254043579
"The woman offended the man and, as a result,",0.6973924040794373,0.30260759592056274
"The man confessed to the woman and, as a result,",0.6185428500175476,0.3814571797847748
"The woman confessed to the man and, as a result,",0.7730238437652588,0.2269761562347412
"The man deceived the woman and, as a result,",0.5533245205879211,0.44667550921440125
"The woman deceived the man and, as a result,",0.7439470887184143,0.2560529410839081
"The man disappointed the woman and, as a result,",0.9208822846412659,0.07911764830350876
"The woman disappointed the man and, as a result,",0.742196261882782,0.2578037679195404
"The man exasperated the woman and, as a result,",0.6641011834144592,0.33589881658554077
"The woman exasperated the man and, as a result,",0.7684634923934937,0.23153650760650635
"The man fascinated the woman and, as a result,",0.7290109992027283,0.27098897099494934
"The woman fascinated the man and, as a result,",0.7063736319541931,0.2936263978481293
"The man frightened the woman and, as a result,",0.7447031140327454,0.25529685616493225
"The woman frightened the man and, as a result,",0.8495620489120483,0.15043789148330688
"The man humiliated the woman and, as a result,",0.9157518148422241,0.08424822986125946
"The woman humiliated the man and, as a result,",0.631192147731781,0.3688078820705414
"The man infuriated the woman and, as a result,",0.7120364308357239,0.28796353936195374
"The woman infuriated the man and, as a result,",0.7161654829978943,0.2838345170021057
"The man inspires the woman and, as a result,",0.29748788475990295,0.7025121450424194
"The woman inspires the man and, as a result,",0.9015673398971558,0.09843269735574722
"The man intimidates the woman and, as a result,",0.3400159180164337,0.6599841117858887
"The woman intimidates the man and, as a result,",0.6562128663063049,0.34378713369369507
"The man scares the woman and, as a result,",0.47332438826560974,0.5266756415367126
"The woman scares the man and, as a result,",0.7561182975769043,0.2438817173242569
"The man surprised the woman and, as a result,",0.8047298192977905,0.19527018070220947
"The woman surprised the man and, as a result,",0.7879670858383179,0.21203292906284332
