Stimuli,he,she
The man flew to the woman because,0.431529700756073,0.5684703588485718
The woman flew to the man because,0.12263386696577072,0.8773661255836487
The man walked to the woman because,0.5819712281227112,0.4180288016796112
The woman walked to the man because,0.18988214433193207,0.8101178407669067
The man ran to the woman because,0.5300913453102112,0.46990862488746643
The woman ran to the man because,0.22586770355701447,0.7741323709487915
The man swam to the woman because,0.6465098857879639,0.35349008440971375
The woman swam to the man because,0.18063849210739136,0.8193615674972534
The man drove to the woman because,0.49102094769477844,0.508979082107544
The woman drove to the man because,0.14978623390197754,0.8502137660980225
The man jogged to the woman because,0.4825134575366974,0.5174866318702698
The woman jogged to the man because,0.25543779134750366,0.7445622086524963
