Stimuli,he,she
The man aggravated the woman because,0.6683653593063354,0.3316347002983093
The woman aggravated the man because,0.20902642607688904,0.7909736037254333
The man amazed the woman because,0.9055899381637573,0.09441009163856506
The woman amazed the man because,0.20134614408016205,0.7986538410186768
The man amused the woman because,0.8372886776924133,0.16271133720874786
The woman amused the man because,0.2652181386947632,0.7347818613052368
The man annoyed the woman because,0.7567002773284912,0.24329973757266998
The woman annoyed the man because,0.2559320032596588,0.7440680265426636
The man apologized to the woman because,0.59380042552948,0.40619957447052
The woman apologized to the man because,0.3412601947784424,0.6587398648262024
The man bored the woman because,0.5877691507339478,0.412230908870697
The woman bored the man because,0.49319979548454285,0.5068002343177795
The man charmed the woman because,0.7525014877319336,0.24749848246574402
The woman charmed the man because,0.33220013976097107,0.6677998304367065
The man offended the woman because,0.7466087937355042,0.2533912658691406
The woman offended the man because,0.30328890681266785,0.6967111229896545
The man confessed to the woman because,0.8659183979034424,0.1340816169977188
The woman confessed to the man because,0.03716861456632614,0.962831437587738
The man deceived the woman because,0.6515148878097534,0.3484851121902466
The woman deceived the man because,0.23063772916793823,0.7693623304367065
The man disappointed the woman because,0.7271185517311096,0.27288147807121277
The woman disappointed the man because,0.2880270481109619,0.7119728922843933
The man exasperated the woman because,0.750482439994812,0.24951761960983276
The woman exasperated the man because,0.33468177914619446,0.6653181910514832
The man fascinated the woman because,0.7543877959251404,0.2456122785806656
The woman fascinated the man because,0.161102294921875,0.838897705078125
The man frightened the woman because,0.8841865062713623,0.11581346392631531
The woman frightened the man because,0.3207668662071228,0.6792331337928772
The man humiliated the woman because,0.7596817016601562,0.24031831324100494
The woman humiliated the man because,0.2610756754875183,0.7389243245124817
The man infuriated the woman because,0.6937497854232788,0.3062502145767212
The woman infuriated the man because,0.31233495473861694,0.6876650452613831
The man inspires the woman because,0.6261520981788635,0.3738478720188141
The woman inspires the man because,0.24367566406726837,0.7563243508338928
The man intimidates the woman because,0.7803092002868652,0.21969074010849
The woman intimidates the man because,0.3401888608932495,0.6598111391067505
The man scares the woman because,0.8918176293373108,0.10818232595920563
The woman scares the man because,0.23272693157196045,0.7672730684280396
The man surprised the woman because,0.9368909001350403,0.06310912221670151
The woman surprised the man because,0.16634267568588257,0.8336573839187622
