stimulus,he,she
"Miss Smith reproached Mr. Smith and, as a result,",0.5556201338768005,0.44437989592552185
"The woman reproached the man and, as a result,",0.8780853152275085,0.12191466242074966
"Mary reproached John and, as a result,",0.4490136504173279,0.5509862899780273
"Alice reproached Bob and, as a result,",0.6486963033676147,0.35130366683006287
"The actress reproached the actor and, as a result,",0.9301007986068726,0.06989920139312744
"The girl reproached the boy and, as a result,",0.8670874238014221,0.13291257619857788
"Mrs. Taylor reproached Mr. Williams and, as a result,",0.49750426411628723,0.5024957656860352
"Emma reproached David and, as a result,",0.4657835066318512,0.5342164635658264
"The princess reproached the prince and, as a result,",0.8095635771751404,0.19043640792369843
"Sarah reproached Robert and, as a result,",0.5589383244514465,0.4410616159439087
"Mrs. Williams reproached Mr. Taylor and, as a result,",0.46410927176475525,0.5358907580375671
"Emily reproached Paul and, as a result,",0.389665812253952,0.6103341579437256
"Mr. Smith reproached Miss Smith and, as a result,",0.2635174095630646,0.736482560634613
"The man reproached the woman and, as a result,",0.4994180202484131,0.5005819797515869
"John reproached Mary and, as a result,",0.2518084943294525,0.7481915354728699
"Bob reproached Alice and, as a result,",0.2538507282733917,0.7461493015289307
"The actor reproached the actress and, as a result,",0.41219812631607056,0.5878019332885742
"The boy reproached the girl and, as a result,",0.45158815383911133,0.5484117865562439
"Mr. William reproached Mrs. Taylor and, as a result,",0.1567232459783554,0.8432767987251282
"David reproached Emma and, as a result,",0.21876652538776398,0.7812334895133972
"The prince reproached the princess and, as a result,",0.2869432866573334,0.7130566835403442
"Robert reproached Sarah and, as a result,",0.1974819302558899,0.8025180697441101
"Mr. Taylor reproached Mrs. Williams and, as a result,",0.13971954584121704,0.8602803945541382
"Paul reproached Emily and, as a result,",0.18885181844234467,0.8111481666564941
