stimulus,he,she
"Miss Smith transmitted a message to Mr. Smith and, as a result,",0.2848929762840271,0.7151070237159729
"The woman transmitted a message to the man and, as a result,",0.6018577814102173,0.3981422483921051
"Mary transmitted a message to John and, as a result,",0.3568168878555298,0.6431831121444702
"Alice transmitted a message to Bob and, as a result,",0.5259685516357422,0.4740314781665802
"The actress transmitted a message to the actor and, as a result,",0.47190314531326294,0.5280968546867371
"The girl transmitted a message to the boy and, as a result,",0.6779304146766663,0.32206958532333374
"Mrs. Taylor transmitted a message to Mr. Williams and, as a result,",0.3489072620868683,0.6510928273200989
"Emma transmitted a message to David and, as a result,",0.25369757413864136,0.7463024258613586
"The princess transmitted a message to the prince and, as a result,",0.6428437829017639,0.3571562170982361
"Sarah transmitted a message to Robert and, as a result,",0.4857502579689026,0.5142497420310974
"Mrs. Williams transmitted a message to  Mr. Taylor and, as a result,",0.35817283391952515,0.6418271660804749
"Emily transmitted a message to Paul and, as a result,",0.2646014094352722,0.7353985905647278
"Mr. Smith transmitted a message to Miss Smith and, as a result,",0.2147202044725418,0.7852798104286194
"The man transmitted a message to the woman and, as a result,",0.23967279493808746,0.7603272199630737
"John transmitted a message to Mary and, as a result,",0.09974691271781921,0.9002531170845032
"Bob transmitted a message to Alice and, as a result,",0.33997291326522827,0.6600270867347717
"The actor transmitted a message to the actress and, as a result,",0.20909236371517181,0.790907621383667
"The boy transmitted a message to the girl and, as a result,",0.2184118926525116,0.781588077545166
"Mr. William transmitted a message to  Mrs. Taylor and, as a result,",0.08048704266548157,0.919512927532196
"David transmitted a message to Emma and, as a result,",0.16217321157455444,0.8378267288208008
"The prince transmitted a message to the princess and, as a result,",0.13174884021282196,0.8682512044906616
"Robert transmitted a message to Sarah and, as a result,",0.1689309924840927,0.8310690522193909
"Mr. Taylor transmitted a message to Mrs. Williams and, as a result,",0.08448169380426407,0.9155183434486389
"Paul transmitted a message to Emily and, as a result,",0.30420413613319397,0.6957958340644836
