stimulus,he,she
"Miss Smith limped to Mr. Smith and, as a result,",0.23853738605976105,0.7614626288414001
"The woman limped to the man and, as a result,",0.5732023119926453,0.4267977178096771
"Mary limped to John and, as a result,",0.35148298740386963,0.6485170125961304
"Alice limped to Bob and, as a result,",0.5116549134254456,0.4883451461791992
"The actress limped to the actor and, as a result,",0.5520352721214294,0.4479646682739258
"The girl limped to the boy and, as a result,",0.637206494808197,0.36279353499412537
"Mrs. Taylor limped to Mr. Williams and, as a result,",0.3952291011810303,0.6047708988189697
"Emma limped to David and, as a result,",0.33953285217285156,0.6604671478271484
"The princess limped to the prince and, as a result,",0.4473973214626312,0.5526026487350464
"Sarah limped to Robert and, as a result,",0.5571406483650208,0.44285932183265686
"Mrs. Williams limped to Mr. Taylor and, as a result,",0.3482833504676819,0.6517167091369629
"Emily limped to Paul and, as a result,",0.3548455834388733,0.6451544165611267
"Mr. Smith limped to Miss Smith and, as a result,",0.37332257628440857,0.6266774535179138
"The man limped to the woman and, as a result,",0.6327146291732788,0.3672853410243988
"John limped to Mary and, as a result,",0.4133187234401703,0.5866812467575073
"Bob limped to Alice and, as a result,",0.8726854920387268,0.12731456756591797
"The actor limped to the actress and, as a result,",0.7252976298332214,0.27470237016677856
"The boy limped to the girl and, as a result,",0.8117828369140625,0.1882171481847763
"Mr. William limped to Mrs. Taylor and, as a result,",0.39505863189697266,0.6049413681030273
"David limped to Emma and, as a result,",0.3731028437614441,0.6268972158432007
"The prince limped to the princess and, as a result,",0.4585442841053009,0.5414557456970215
"Robert limped to Sarah and, as a result,",0.6843966841697693,0.3156033158302307
"Mr. Taylor limped to Mrs. Williams and, as a result,",0.3074246048927307,0.6925753951072693
"Paul limped to Emily and, as a result,",0.41896548867225647,0.5810345411300659
