stimulus,He,She
Miss Smith marched to Mr. Smith.,0.31196680665016174,0.6880331635475159
The woman marched to the man.,0.8025113940238953,0.1974886804819107
Mary marched to John.,0.6307671070098877,0.3692328929901123
Alice marched to Bob.,0.6133489608764648,0.38665106892585754
The actress marched to the actor.,0.8423593640327454,0.15764059126377106
The girl marched to the boy.,0.8092589974403381,0.19074098765850067
Mrs. Taylor marched to Mr. Williams.,0.26423799991607666,0.7357620000839233
Emma marched to David.,0.7667397260665894,0.23326028883457184
The princess marched to the prince.,0.8229623436927795,0.17703764140605927
Sarah marched to Robert.,0.5144355893135071,0.4855644702911377
Mrs. Williams marched to Mr. Taylor.,0.370400607585907,0.6295993328094482
Emily marched to Paul.,0.4217958152294159,0.5782042145729065
Mr. Smith marched to Miss Smith.,0.8484199643135071,0.1515800803899765
The man marched to the woman.,0.882344126701355,0.1176559180021286
John marched to Mary.,0.8657506704330444,0.13424928486347198
Bob marched to Alice.,0.9061788320541382,0.093821220099926
The actor marched to the actress.,0.8813346028327942,0.11866540461778641
The boy marched to the girl.,0.8739734888076782,0.12602654099464417
Mr. William marched to Mrs. Taylor.,0.5074459910392761,0.49255403876304626
David marched to Emma.,0.2146672159433365,0.7853327393531799
The prince marched to the princess.,0.8842615485191345,0.11573848873376846
Robert marched to Sarah.,0.6161485314369202,0.3838515281677246
Mr. Taylor marched to Mrs. Williams.,0.2055879384279251,0.7944120168685913
Paul marched to Emily.,0.8466612696647644,0.15333868563175201
